year,state,agencyName,q01,q02,q03,q04,population
2010,Pennsylvania,Alburtis,0,0,0,0,2449
2011,Pennsylvania,Alburtis,0,0,0,0,2369
2012,Pennsylvania,Alburtis,DNR,0,0,0,"2,389"
2013,Pennsylvania,Alburtis,0,0,0,0,2390
2014,Pennsylvania,Alburtis,0,0,0,0,2384
2015,Pennsylvania,Alburtis,0,0, DNR,0,2412
2016,Pennsylvania,Alburtis,0, DNR, DNR,0,2552
2013,South Dakota,Alcester, DNR, DNR, DNR,0,809
2014,South Dakota,Alcester,0,0,0,0,799
2015,South Dakota,Alcester,0,0,0,0,783
2016,South Dakota,Alcester,0,0,0,0,752
2010,Tennessee,Alcoa,1,0,0,0,8775
2011,Tennessee,Alcoa,0,0,0,1,8525
2012,Tennessee,Alcoa,0,0,0,1,"8,587"
2013,Tennessee,Alcoa,0,0,0,0,8605
2014,Tennessee,Alcoa,0,0,0,0,8689
2015,Tennessee,Alcoa,0,0,0,0,8831
2016,Tennessee,Alcoa,0,0,1,5,9503
2010,Pennsylvania,Aldan,0,0,0,0,4284
2011,Pennsylvania,Aldan,0,0,0,DNR,4165
2012,Pennsylvania,Aldan,0,0,0,0,"4,162"
2013,Pennsylvania,Aldan,0,0,0,0,4150
2014,Pennsylvania,Aldan,0,0,0, DNR,4158
2015,Pennsylvania,Aldan,0, DNR,0,0,4170
2016,Pennsylvania,Aldan,0,0,0, DNR,4168
2011,West Virginia,Alderson,0,0,0,0,1186
2012,West Virginia,Alderson,0,0,0,0,"1,193"
2013,West Virginia,Alderson,0,0,0,0,1184
2014,West Virginia,Alderson,0,0,0,0,1179
2015,West Virginia,Alderson,0, DNR, DNR, DNR,1184
2016,West Virginia,Alderson,0,0,0,0,1181
2010,Illinois,Aledo,0,0,0,0,3466
2012,Illinois,Aledo,0,0,0,0,"3,626"
2013,Illinois,Aledo,0, DNR, DNR, DNR,3567
2014,Illinois,Aledo,0,0,0,0,3641
2015,Illinois,Aledo,0,0,0,0,3575
2016,Illinois,Aledo,0,0,0,0,3549
2010,Pennsylvania,Aleppo Township,0,0,0,0,1220
2011,Pennsylvania,Aleppo Township,0,0,0,0,1922
2012,Pennsylvania,Aleppo Township,0,0,0,0,"1,923"
2013,Pennsylvania,Aleppo Township,0,0,0,0,1918
2014,Pennsylvania,Aleppo Township,0,0,0,0,1914
2015,Pennsylvania,Aleppo Township,0,0, DNR,0,1911
2016,Pennsylvania,Aleppo Township,0,0,0,0,1903
2015,Arkansas,Alexander, DNR,0,0,0,2853
2016,Arkansas,Alexander,0,0,0,0,2841
2010,Alabama,Alexander City,0,0,0,0,15229
2010,Virginia,Alexandria,0,3,1,0,152801
2010,Indiana,Alexandria,0,0,0,0,5609
2010,Kentucky,Alexandria,0,0,0,0,8509
2010,Louisiana,Alexandria,0,0,0,0,49283
2010,New Hampshire,Alexandria,0,0,0,0,1541
2010,Tennessee,Alexandria,0,0,0,0,957
2011,Virginia,Alexandria,0,1,1,1,141638
2011,Indiana,Alexandria,0,0,0,DNR,5171
2011,Kentucky,Alexandria,0,0,0,0,8536
2011,Louisiana,Alexandria,0,0,0,DNR,48159
2011,Minnesota,Alexandria,DNR,0,0,0,11155
2011,New Hampshire,Alexandria,0,0,0,0,1615
2011,Tennessee,Alexandria,0,0,0,0,975
2012,Indiana,Alexandria,DNR,0,DNR,DNR,"5,144"
2012,Kentucky,Alexandria,0,0,0,0,"8,557"
2012,Louisiana,Alexandria,DNR,0,0,0,"48,449"
2012,Minnesota,Alexandria,0,0,DNR,DNR,"11,192"
2012,New Hampshire,Alexandria,0,0,0,0,"1,612"
2012,Tennessee,Alexandria,0,0,0,0,981
2012,Virginia,Alexandria,0,0,0,0,"145,892"
2013,Kentucky,Alexandria,0,0,0,0,8683
2013,Louisiana,Alexandria, DNR,0, DNR, DNR,48488
2013,Minnesota,Alexandria,0,0,0,0,11716
2013,New Hampshire,Alexandria,0,0,0,0,1604
2013,Tennessee,Alexandria,0,0,0,0,975
2013,Virginia,Alexandria,0,0,0,0,148519
2014,Minnesota,Alexandria,0,0,1,0,11713
2014,Virginia,Alexandria,0,0,1,0,151065
2014,Indiana,Alexandria,0,0,0,0,5075
2014,Kentucky,Alexandria,0,0,0,0,8768
2014,New Hampshire,Alexandria,0,0,0,0,1613
2014,Tennessee,Alexandria,0,0,0,0,992
2015,Kentucky,Alexandria,0,1,0,0,8860
2015,Virginia,Alexandria,0,0,1,0,152710
2015,Louisiana,Alexandria, DNR, DNR, DNR,0,48305
2015,Minnesota,Alexandria,0,0,0,0,11839
2015,New Hampshire,Alexandria,0, DNR, DNR, DNR,1633
2015,Tennessee,Alexandria,0,0,0,0,990
2016,Kentucky,Alexandria,0,1,0,0,9112
2016,Tennessee,Alexandria,0,0,2,0,978
2016,Virginia,Alexandria,0,1,1,0,155319
2016,Louisiana,Alexandria, DNR,0, DNR, DNR,47936
2016,Minnesota,Alexandria,0,0,0,0,12006
2016,New Hampshire,Alexandria,0,0,0,0,1625
2010,New York,Alexandria Bay Village,0,0,0,0,1114
2011,New York,Alexandria Bay Village,0,0,0,0,1083
2012,New York,Alexandria Bay Village,DNR,0,0,0,"1,100"
2013,New York,Alexandria Bay Village,0, DNR,0, DNR,1128
2014,New York,Alexandria Bay Village,0,0,0,0,1107
2015,New York,Alexandria Bay Village,0,0,0, DNR,1109
2016,New York,Alexandria Bay Village,0,0,0,0,1102
2015,Illinois,Alexis,0,0,0,0,815
2016,Illinois,Alexis,0,0,0,0,805
2010,New York,Alfred Village,0,0,0,0,4933
2011,New York,Alfred Village,0,0,0,0,4193
2013,New York,Alfred Village,0,0,0,0,4089
2014,New York,Alfred Village,0,0,0,0,4032
2015,New York,Alfred Village,0,0,0,0,3992
2016,New York,Alfred Village,0,0,0,0,4039
2010,Wisconsin,Algoma,0,0,0,0,3130
2011,Wisconsin,Algoma,0,0,0,0,3181
2012,Wisconsin,Algoma,0,0,0,0,"3,177"
2013,Wisconsin,Algoma,0,0,2,0,3143
2014,Wisconsin,Algoma,0,0,0,0,3116
2015,Wisconsin,Algoma,0,0,0,0,3103
2016,Wisconsin,Algoma,0,0,0,0,3079
2010,Iowa,Algona,0,0,0,0,5229
2010,Washington,Algona,0,0,0,0,2838
2011,Iowa,Algona,0,0,0,0,5589
2011,Washington,Algona,0,0,0,0,3061
2012,Iowa,Algona,0,0,0,0,"5,529"
2012,Washington,Algona,0,0,0,0,"3,104"
2013,Iowa,Algona,0,0,0,0,5495
2013,Washington,Algona,0,0,0,0,3123
2014,Iowa,Algona,0,0,0,0,5504
2014,Washington,Algona,0,0,0,0,3116
2015,Iowa,Algona,0,0,0,0,5461
2015,Washington,Algona,0,0,0,0,3158
2016,Washington,Algona,0,0,1,0,3166
2016,Iowa,Algona,0,0,0,0,5453
2010,Michigan,Algonac,0,0,0,0,4445
2011,Michigan,Algonac,0,0,0,1,4107
2012,Illinois,Algonquin,0,1,0,0,"30,159"
2013,Illinois,Algonquin,0,0,0,0,29980
2014,Illinois,Algonquin,0,0,0,0,30566
2015,Illinois,Algonquin,0,0,0,0,30497
2016,Illinois,Algonquin,0,1,1,0,30673
2010,Tennessee,Algood,0,0,0,0,3472
2011,Tennessee,Algood,0,0,0,0,3527
2012,Tennessee,Algood,0,0,0,0,"3,555"
2013,Tennessee,Algood,0,0,0,0,3517
2014,Tennessee,Algood,0,0,0,0,3577
2015,Tennessee,Algood,0,0,0,0,3618
2016,Tennessee,Algood,0,0,0,0,3770
2010,California,Alhambra,0,0,0,0,84987
2011,California,Alhambra,0,0,1,0,84066
2012,California,Alhambra,0,0,0,0,"84,469"
2013,California,Alhambra,0,0,0,1,84710
2014,California,Alhambra,0,0,1,0,84931
2015,California,Alhambra,0,0,1,0,86175
2016,California,Alhambra,0,0,0,1,86035
2010,Texas,Alice,0,0,0,0,19690
2011,Texas,Alice,0,0,0,0,19506
2012,Texas,Alice,0,0,0,0,"19,627"
2013,Texas,Alice,0,0,0,0,19673
2014,Texas,Alice,0,0,0,0,19689
2015,Texas,Alice,0,0,0,0,19463
2016,Texas,Alice,0,0,0,0,19464
2010,Alabama,Aliceville,0,0,0,0,2423
2010,Pennsylvania,Aliquippa,0,0,0,0,10497
2011,Pennsylvania,Aliquippa,0,0,0,0,9468
2012,Pennsylvania,Aliquippa,0,0,0,DNR,"9,437"
2013,Pennsylvania,Aliquippa,0,0,0,0,9323
2014,Pennsylvania,Aliquippa,0,0,0,0,9288
2015,Pennsylvania,Aliquippa,0,0,0, DNR,9197
2016,Pennsylvania,Aliquippa,0,0,0, DNR,9150
2010,California,Aliso Viejo,0,0,0,1,41989
2011,California,Aliso Viejo,1,0,0,0,48385
2012,California,Aliso Viejo,0,0,1,0,"48,999"
2013,California,Aliso Viejo,0,0,0,0,50005
2014,California,Aliso Viejo,0,0,0,0,50671
2015,California,Aliso Viejo,0,0,0,0,50751
2016,California,Aliso Viejo,0,0,0,0,50604
2010,Michigan,Allegan,0,0,0,0,4770
2011,Michigan,Allegan,0,0,0,0,4994
2012,Michigan,Allegan,0,0,1,0,"4,994"
2013,Michigan,Allegan,0,0,0,0,5055
2014,Michigan,Allegan,0,0,0,0,5059
2015,Michigan,Allegan,0,0,0,0,5088
2016,Michigan,Allegan,0,1,0,0,5086
2010,New York,Allegany Village,0,0,0,0,1715
2011,New York,Allegany Village,0,0,0,0,1824
2012,New York,Allegany Village,0,0,0,0,"1,814"
2013,New York,Allegany Village,0,0,0,0,1781
2014,New York,Allegany Village,0,0,0, DNR,1769
2015,New York,Allegany Village,0,0,0,0,1756
2016,New York,Allegany Village,0,0,0,0,1726
2010,Pennsylvania,"Allegheny Township, Blair County",0,0,0,DNR,6967
2011,Pennsylvania,"Allegheny Township, Blair County",0,DNR,0,DNR,6759
2012,Pennsylvania,"Allegheny Township, Blair County",0,0,0,0,"6,747"
2013,Pennsylvania,"Allegheny Township, Blair County",0,0,0,0,6726
2014,Pennsylvania,"Allegheny Township, Blair County",0,0,0,0,6638
2015,Pennsylvania,"Allegheny Township, Blair County",0,0, DNR,0,6643
2016,Pennsylvania,"Allegheny Township, Blair County",0,0,0,0,6652
2010,Pennsylvania,"Allegheny Township, Westmoreland County",0,0,0,0,8288
2011,Pennsylvania,"Allegheny Township, Westmoreland County",0,0,0,0,8190
2012,Pennsylvania,"Allegheny Township, Westmoreland County",0,0,0,0,"8,161"
2013,Pennsylvania,"Allegheny Township, Westmoreland County",0,0,0,0,8332
2014,Pennsylvania,"Allegheny Township, Westmoreland County",0,0,0,0,8315
2015,Pennsylvania,"Allegheny Township, Westmoreland County",0,0, DNR,0,8262
2016,Pennsylvania,"Allegheny Township, Westmoreland County",0,0,0,0,8213
2010,Texas,Allen,0,1,0,0,89459
2010,Oklahoma,Allen,0,0,0,0,1015
2011,Texas,Allen,0,0,1,0,86019
2011,Oklahoma,Allen,0,0,0,0,942
2012,Oklahoma,Allen,0,0,0,0,941
2012,Texas,Allen,0,1,0,0,"88,783"
2013,Oklahoma,Allen,0,0,0,0,937
2013,Texas,Allen,0,0,0,0,91289
2014,Oklahoma,Allen,0,0,0,0,932
2014,Texas,Allen,0,0,0,0,93889
2015,Oklahoma,Allen,0,0,0,0,936
2015,Texas,Allen,0,0,0,0,96642
2016,Oklahoma,Allen,0,0,0,0,935
2016,Texas,Allen,0,0,0,0,101020
2010,Michigan,Allen Park,0,0,0,0,24833
2011,Michigan,Allen Park,0,0,1,0,28189
2012,Michigan,Allen Park,0,0,0,0,"27,941"
2013,Michigan,Allen Park,0,0,0,0,27601
2014,Michigan,Allen Park,0,0,0,0,27549
2015,Michigan,Allen Park,0,0,0,0,27422
2016,Michigan,Allen Park,0,0,0,0,27284
2010,New Jersey,Allendale,0,0,0,0,6641
2010,South Carolina,Allendale,0,0,0,0,3510
2011,South Carolina,Allendale,0,0,1,0,3523
2011,New Jersey,Allendale,0,0,0,0,6527
2012,New Jersey,Allendale,0,0,0,1,"6,580"
2012,South Carolina,Allendale,0,0,0,0,"3,424"
2013,New Jersey,Allendale,0,0,0,0,6712
2013,South Carolina,Allendale,0,0,0,0,3272
2014,New Jersey,Allendale,0,0,0,0,6760
2014,South Carolina,Allendale,0,0,0,0,3218
2015,New Jersey,Allendale,0,0,0,0,6845
2015,South Carolina,Allendale,0,0,0,0,3133
2016,New Jersey,Allendale,0,1,0,0,6849
2016,South Carolina,Allendale,0,0,0,0,3064
2010,New Jersey,Allenhurst,0,0,0,0,699
2011,New Jersey,Allenhurst,0,0,0,0,498
2012,New Jersey,Allenhurst,0,0,0,0,499
2013,New Jersey,Allenhurst,0,0,1,1,493
2014,New Jersey,Allenhurst,0,0,0,0,492
2015,New Jersey,Allenhurst,0,0,0,0,487
2016,New Jersey,Allenhurst, DNR,0,0,0,490
2010,New Jersey,Allentown,0,0,0,0,1847
2010,Pennsylvania,Allentown,0,0,0,0,108473
2011,New Jersey,Allentown,0,0,0,0,1834
2011,Pennsylvania,Allentown,0,0,0,0,118408
2012,New Jersey,Allentown,0,0,0,0,"1,840"
2012,Pennsylvania,Allentown,0,0,0,0,"119,334"
2013,New Jersey,Allentown,0,0,0,0,1812
2013,Pennsylvania,Allentown,0,0,0,0,119277
2014,Pennsylvania,Allentown,0,1,0,0,118710
2014,New Jersey,Allentown,0,0,0,0,1812
2015,New Jersey,Allentown,0,0,0,0,1802
2015,Pennsylvania,Allentown,0,0, DNR,0,119335
2016,New Jersey,Allentown, DNR,0,0,0,1824
2016,Pennsylvania,Allentown,0,0,0,0,120615
2010,Ohio,Alliance,DNR,DNR,DNR,1,22467
2010,Nebraska,Alliance,0,0,0,0,8005
2011,Ohio,Alliance,DNR,1,DNR,DNR,22338
2011,Nebraska,Alliance,0,0,0,0,8567
2012,Ohio,Alliance,0,0,0,0,"22,293"
2013,Ohio,Alliance,0, DNR,1, DNR,22144
2013,Nebraska,Alliance,0,0,0,0,8510
2014,Nebraska,Alliance,0,0,0,0,8502
2014,Ohio,Alliance,0,0,0,0,22191
2015,Nebraska,Alliance,0,0,0,0,8529
2015,Ohio,Alliance,0,0,0,0,22023
2016,Nebraska,Alliance,0,0,0,0,8533
2016,Ohio,Alliance,0,0,0,0,22012
2010,Arkansas,Alma,0,0,0,0,5318
2010,Georgia,Alma,0,0,0,0,3435
2010,Michigan,Alma,0,0,0,0,9107
2010,Missouri,Alma,0,0,0,0,355
2011,Arkansas,Alma,0,0,0,0,5460
2011,Georgia,Alma,0,DNR,DNR,0,3512
2011,Michigan,Alma,0,0,DNR,DNR,9376
2011,Missouri,Alma,0,0,0,0,403
2012,Arkansas,Alma,0,0,0,0,"5,439"
2012,Michigan,Alma,0,0,1,0,"9,319"
2012,Missouri,Alma,0,0,0,0,401
2013,Arkansas,Alma,0,0,0,0,5484
2013,Kansas,Alma, DNR, DNR,0,0,821
2013,Michigan,Alma,0,0,0,0,9256
2013,Missouri,Alma,0,0,0,0,391
2013,Wisconsin,Alma,0,0,0,0,759
2014,Arkansas,Alma,0,0,0,0,5535
2014,Kansas,Alma,0,0,0,0,822
2014,Michigan,Alma,0,0,0,0,9260
2014,Missouri,Alma,0,0,0,0,391
2014,Wisconsin,Alma,0,0,0,0,758
2015,Arkansas,Alma,0,0,0,0,5581
2015,Kansas,Alma,0, DNR,0,0,809
2015,Michigan,Alma,0,0,0,0,9200
2015,Missouri,Alma,0,0,0,0,392
2015,Wisconsin,Alma,0,0,0,0,745
2016,Arkansas,Alma,0,0,0,0,5595
2016,Kansas,Alma,0,0,0,0,797
2016,Michigan,Alma,0,0,0,0,9159
2016,Missouri,Alma,0,0,0,0,392
2016,Wisconsin,Alma,0,0,0,0,742
2010,Michigan,Almont,0,0,0,0,2691
2011,Michigan,Almont,0,0,0,0,2672
2012,Michigan,Almont,0,0,0,0,"2,669"
2013,Michigan,Almont,0,0,0,0,2678
2014,Michigan,Almont,0,0,0,0,2668
2015,Michigan,Almont,0,0,0,0,2700
2016,Michigan,Almont,0,0,0,0,2734
2010,Illinois,Alorton,0,0,0,0,2500
2010,Michigan,Alpena,0,2,1,0,10184
2011,Michigan,Alpena,0,0,0,0,10475
2012,Michigan,Alpena,2,0,0,0,"10,418"
2013,Michigan,Alpena,2,0,0,0,10299
2014,Michigan,Alpena,0,0,0,0,10253
2015,Michigan,Alpena,0,0,0,0,10193
2016,Michigan,Alpena,0,0,0,0,10119
2010,New Jersey,Alpha,0,0,0,0,2382
2011,New Jersey,Alpha,0,0,0,0,2377
2012,New Jersey,Alpha,0,0,0,0,"2,374"
2013,New Jersey,Alpha,0,0,0,0,2314
2014,New Jersey,Alpha,0,0,0,0,2316
2015,New Jersey,Alpha,0,0,0,0,2298
2016,New Jersey,Alpha,0,0,0,0,2291
2010,Georgia,Alpharetta,0,0,0,0,50392
2011,Georgia,Alpharetta,0,0,0,0,58309
2012,Georgia,Alpharetta,0,0,0,DNR,"60,031"
2013,Georgia,Alpharetta,0,0,0,0,63442
2014,Georgia,Alpharetta,0,0,0,0,63478
2015,Georgia,Alpharetta,0,0,0,0,64419
2016,Georgia,Alpharetta,0,0,0,0,64943
2010,New Jersey,Alpine,0,0,0,0,2552
2010,Texas,Alpine,0,0,0,0,6490
2010,Wyoming,Alpine,0,0,0,0,882
2011,New Jersey,Alpine,0,0,0,1,1855
2011,Texas,Alpine,0,0,0,0,6029
2011,Wyoming,Alpine,0,0,0,0,835
2012,New Jersey,Alpine,0,0,0,0,"1,870"
2012,Texas,Alpine,0,0,0,0,"6,091"
2013,New Jersey,Alpine,0,0,0,0,1958
2013,Texas,Alpine,0,0,0,0,5985
2014,New Jersey,Alpine,0,0,0,0,1905
2014,Texas,Alpine,0,0,0,0,6058
2015,New Jersey,Alpine,0,0,0,0,1898
2015,Texas,Alpine,0,0,0,0,5953
2016,New Jersey,Alpine,0,0,0,0,1918
2016,Texas,Alpine,0,0,0,0,5939
2011,Illinois,Alsip,0,0,0,0,19335
2012,Illinois,Alsip,0,0,0,0,"19,371"
2013,Illinois,Alsip,0,0,0,0,19461
2014,Illinois,Alsip,0,0,0,0,19493
2015,Illinois,Alsip,0,0,0,0,19462
2016,Illinois,Alsip,0,0,0,0,19357
2010,New Hampshire,Alstead,0,0,0,0,2090
2011,New Hampshire,Alstead,0,0,0,0,1940
2012,New Hampshire,Alstead,0,0,0,0,"1,936"
2013,New Hampshire,Alstead,0,0,0,0,1938
2014,New Hampshire,Alstead,0,0,0,0,1930
2015,New Hampshire,Alstead,0,0,0,0,1924
2016,New Hampshire,Alstead,0,0,0,0,1911
2010,Illinois,Altamont,0,0,0,0,2224
2010,Kansas,Altamont,0,0,0,0,1054
2011,Illinois,Altamont,0,0,0,0,2326
2011,Kansas,Altamont,0,0,0,0,1087
2012,Illinois,Altamont,1,0,0,0,"2,323"
2012,Kansas,Altamont,0,0,0,0,"1,081"
2013,Illinois,Altamont,0,0,0,0,2309
2013,Kansas,Altamont,0,0,0,0,1066
2014,Illinois,Altamont,0,0,0,0,2301
2014,Kansas,Altamont,0,0,0,0,1042
2015,Illinois,Altamont,0,0,0,0,2301
2015,Kansas,Altamont,0,0,0,0,1042
2016,Illinois,Altamont,0,0,0,0,2306
2016,Kansas,Altamont,0,0,0,0,1041
2010,New York,Altamont Village,0,0,0,0,1676
2011,New York,Altamont Village,0,0,0,0,1728
2012,New York,Altamont Village,0,0,0,0,"1,725"
2013,New York,Altamont Village,0,0,0,0,1720
2014,New York,Altamont Village,0,0,0,0,1723
2015,New York,Altamont Village,0,0,0,0,1727
2016,New York,Altamont Village,0,0,0,0,1721
2010,Florida,Altamonte Springs,0,0,0,0,39774
2011,Florida,Altamonte Springs,0,0,0,0,42062
2012,Florida,Altamonte Springs,0,0,0,0,"42,296"
2013,Florida,Altamonte Springs,0,0,0,0,42040
2014,Florida,Altamonte Springs,0,0,0,0,42301
2010,Virginia,Altavista,0,0,0,0,3340
2011,Virginia,Altavista,0,0,0,0,3491
2012,Virginia,Altavista,0,0,0,0,"3,500"
2013,Virginia,Altavista,0,0,0,0,3486
2014,Virginia,Altavista,0,0,0,0,3499
2015,Virginia,Altavista,0,0,1,0,3462
2016,Virginia,Altavista,0,0,0,0,3478
2010,Florida,Altha,0,0,0,0,514
2011,Florida,Altha,0,0,0,0,543
2012,Florida,Altha,0,0,0,0,548
2013,Florida,Altha,0,0,0,0,536
2014,Florida,Altha,0,0,0,0,538
2010,Georgia,Alto,0,0,0,0,911
2010,Texas,Alto,0,0,0,0,1157
2011,Georgia,Alto,0,0,0,0,1187
2012,Georgia,Alto,0,0,0,DNR,"1,185"
2013,Georgia,Alto, DNR,0, DNR, DNR,1159
2014,Georgia,Alto,0,0, DNR, DNR,1163
2010,Illinois,Alton,0,0,0,0,28841
2010,Missouri,Alton,0,0,0,0,630
2010,New Hampshire,Alton,0,0,0,0,5114
2010,Texas,Alton,0,0,0,0,12349
2011,Illinois,Alton,0,0,0,1,27949
2011,Missouri,Alton,0,0,0,0,874
2011,New Hampshire,Alton,0,0,0,0,5257
2011,Texas,Alton,0,0,0,0,12601
2012,Illinois,Alton,0,0,0,0,"27,794"
2012,Missouri,Alton,0,0,0,0,883
2012,New Hampshire,Alton,0,0,0,0,"5,274"
2012,Texas,Alton,0,0,0,0,"14,178"
2013,Illinois,Alton,0,0,0,0,27277
2013,Missouri,Alton,0,0,0, DNR,882
2013,New Hampshire,Alton,0,0,0,0,5290
2013,Texas,Alton,0,0,0,0,14756
2014,Illinois,Alton,0,0,0,0,27157
2014,Missouri,Alton,0,0,0, DNR,880
2014,New Hampshire,Alton,0,0,0,0,5295
2014,Texas,Alton,0,0,0,0,15311
2015,Illinois,Alton,0,0,0,0,27003
2015,Missouri,Alton,0,0, DNR,0,874
2015,New Hampshire,Alton,0,0,0,0,5309
2015,Texas,Alton,0,0,0,0,15895
2016,Illinois,Alton,0,0,0,0,26829
2016,Missouri,Alton,0, DNR, DNR, DNR,877
2016,New Hampshire,Alton,0,0,0,0,5338
2016,Texas,Alton,0,0,0,0,16137
2010,Iowa,Altoona,0,0,1,0,15012
2010,Pennsylvania,Altoona,0,0,0,0,46213
2010,Wisconsin,Altoona,0,0,0,0,6658
2011,Iowa,Altoona,0,0,0,0,14617
2011,Pennsylvania,Altoona,0,0,0,0,46468
2011,Wisconsin,Altoona,0,0,0,0,6735
2012,Iowa,Altoona,0,0,0,0,"14,830"
2012,Pennsylvania,Altoona,0,0,0,0,"46,404"
2012,Wisconsin,Altoona,0,0,0,0,"6,806"
2013,Iowa,Altoona,0,0,1,0,15683
2013,Pennsylvania,Altoona,0,0,0,0,46103
2013,Wisconsin,Altoona,0,0,0,0,7018
2014,Iowa,Altoona,0,0,0,0,15924
2014,Pennsylvania,Altoona,0,0,0,0,45676
2014,Wisconsin,Altoona,0,0,0,0,7141
2015,Iowa,Altoona,0,0,0,0,16502
2015,Pennsylvania,Altoona,0,0, DNR,0,45379
2015,Wisconsin,Altoona,0,0,0,0,7267
2016,Iowa,Altoona,0,0,0,0,17503
2016,Pennsylvania,Altoona,0,0,0,0,45158
2016,Wisconsin,Altoona,0,0,0,0,7446
2010,California,Alturas,0,0,0,0,2733
2011,California,Alturas,0,0,0,0,2860
2012,California,Alturas,0,0,0,0,"2,802"
2013,California,Alturas,0,0,0,0,2681
2014,California,Alturas,0,0,0,0,2615
2015,California,Alturas,0,0,0,0,2566
2016,California,Alturas,0,0,0,0,2549
2010,Oklahoma,Altus,0,0,0,0,18983
2011,Oklahoma,Altus,0,0,0,0,20025
2012,Oklahoma,Altus,0,0,0,0,"19,936"
2013,Oklahoma,Altus,0,1,0,0,19634
2014,Arkansas,Altus,0,0,0,0,742
2014,Oklahoma,Altus,0,0,0,0,19531
2015,Arkansas,Altus,0,0,0,0,731
2015,Oklahoma,Altus,0,0,0,0,19456
2016,Arkansas,Altus,0,0,0,0,725
2016,Oklahoma,Altus,0,0,0,0,19093
2010,Oklahoma,Alva,0,0,0,0,4822
2011,Oklahoma,Alva,0,0,0,0,4998
2012,Oklahoma,Alva,0,0,0,0,"4,914"
2013,Oklahoma,Alva,0,0,0,0,4901
2014,Oklahoma,Alva,0,0,0,0,5052
2015,Oklahoma,Alva,0,0,0,0,5232
2016,Oklahoma,Alva,0,0,0,0,5227
2010,Texas,Alvarado,0,0,0,0,4379
2011,Texas,Alvarado,0,0,0,0,3865
2012,Texas,Alvarado,0,0,0,0,"3,888"
2013,Texas,Alvarado,0,0,0,0,3813
2014,Texas,Alvarado,0,0,0,0,3821
2015,Texas,Alvarado,0,0,0,0,3937
2016,Texas,Alvarado,0,0,0,0,4058
2010,Texas,Alvin,0,0,0,0,23399
2011,Texas,Alvin,1,0,0,0,24746
2012,Texas,Alvin,0,0,0,0,"25,145"
2013,Texas,Alvin,0,0,0, DNR,25110
2014,Texas,Alvin,0,0,0,0,25252
2015,Texas,Alvin,0,0,0,0,25842
2016,Texas,Alvin,0,0,0,0,26100
2010,Texas,Amarillo,0,0,0,0,190393
2011,Texas,Amarillo,0,0,0,0,194708
2012,Texas,Amarillo,1,0,0,0,"196,576"
2013,Texas,Amarillo,0,0,0,0,196577
2014,Texas,Amarillo,0,0,0,0,197724
2015,Texas,Amarillo,0,0,0,0,198770
2016,Texas,Amarillo,0,0,0,0,200141
2010,Ohio,Amberley Village,0,0,0,0,3563
2011,Ohio,Amberley Village,0,DNR,DNR,DNR,3588
2013,Ohio,Amberley Village,0,0, DNR,0,3585
2014,Ohio,Amberley Village,0,0,0,0,3600
2015,Ohio,Amberley Village,0, DNR, DNR, DNR,3602
2010,Pennsylvania,Ambler,1,0,0,0,6228
2011,Pennsylvania,Ambler,0,0,0,0,6437
2012,Pennsylvania,Ambler,0,0,0,0,"6,465"
2013,Pennsylvania,Ambler,0,0,0,0,6514
2014,Pennsylvania,Ambler,0,0,0,0,6515
2015,Pennsylvania,Ambler,0,0, DNR,0,6522
2016,Pennsylvania,Ambler,0,0,0,0,6517
2010,Illinois,Amboy,0,0,0,0,2523
2011,Illinois,Amboy,0,0,0,0,2508
2012,Illinois,Amboy,0,0,0,0,"2,459"
2013,Illinois,Amboy,0,0,0,0,2392
2014,Illinois,Amboy,0,0,0,0,2369
2015,Illinois,Amboy,0,0,0,0,2356
2016,Illinois,Amboy,0,0,0,0,2330
2010,Pennsylvania,Ambridge,0,DNR,0,0,6948
2011,Pennsylvania,Ambridge,0,0,0,0,7072
2012,Pennsylvania,Ambridge,0,0,0,0,"7,051"
2013,Pennsylvania,Ambridge,0,0,0,0,6963
2014,Pennsylvania,Ambridge,0,0,0,0,6931
2015,Pennsylvania,Ambridge,0,0,0,0,6858
2016,Pennsylvania,Ambridge,0,0,0,0,6822
2010,Ohio,Amelia,0,0,0,0,3644
2011,Ohio,Amelia,0,0,0,0,4805
2012,Ohio,Amelia,0,0,0,0,"4,844"
2013,Ohio,Amelia,0,0,0,0,4870
2014,Ohio,Amelia,0,0,0,0,4919
2015,Ohio,Amelia,0,0,0,0,4948
2016,Ohio,Amelia,0,0,0,0,4957
2010,California,American Canyon,0,0,0,0,17507
2011,California,American Canyon,0,0,0,0,19683
2012,California,American Canyon,0,0,0,0,"19,873"
2013,California,American Canyon,0,0,0,0,20068
2014,California,American Canyon ,0,0,0,0,20379
2015,California,American Canyon ,0,0,0,0,20687
2016,California,American Canyon ,0,0,0,0,20746
2010,Idaho,American Falls,0,0,0,0,4075
2011,Idaho,American Falls,0,0,0,0,4506
2012,Idaho,American Falls,0,0,0,0,"4,458"
2013,Idaho,American Falls,0,0,0,0,4404
2014,Idaho,American Falls,0,0,0,0,4351
2015,Idaho,American Falls,0,0,0,0,4275
2016,Idaho,American Falls,0,0,0,0,4291
2010,Utah,American Fork/Cedar Hills,0,0,0,0,38741
2011,Utah,American Fork/Cedar Hills,0,0,0,0,36755
2012,Utah,American Fork/Cedar Hills,0,0,0,0,"37,549"
