city,state,2010population,2011population,2012population,2013population,2014population,2015population,2016population,populationRecent,2010q1,2010q2,2010q3,2010q4,2011q1,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4,dnrCount,zeroCount
Walla Walla,Washington,31265,32229,32463,31889,31833,31940,32326,,2,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,1,4,4,2,0,1,,
Wallace,North Carolina,3589,3929,3988,4015,4040,4029,3979,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Walled Lake,Michigan,6833,6994,7049,7101,7158,7162,7132,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
Waller,Texas,2205,2375,2410,2375,2415,2483,2559,,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR,0,0,0,0,0,0,0,0,0,0,0,0,,
Wallingford,Connecticut,45636,45218,45183,45185,45137,45054,44840,,0,0,1,0,0,0,2,0,2,1,4,0,1,1,2,0,0,0,0,1,0,0,1,0,0,0,1,0,,
Wallington,New Jersey,11355,11373,11465,11683,11610,11674,11731,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Wallis,Texas,1363,1278,1281,1269,1274,1284,1303,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Wallkill Town,New York,27941,27549,27730,27940,28211,28348,28540,,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Walnut,California,30636,29515,29658,1378,1367,1348,1338,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Walnut Cove,North Carolina,1604,1443,1435,No Data,No Data,No Data,No Data,,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Walnut Creek,California,847,846,851,854,867,865,866,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Walnut Grove,Missouri,666,667,671,713,738,759,787,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Walnut Ridge,Arkansas,4700,4927,4842,4714,4735,4695,4630,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Walnutport,Pennsylvania,2240,2077,2078,2064,2053,No Data,2059,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,DNR,DNR,DNR,DNR,0, DNR, DNR, DNR,,
Walpole,Massachusetts,3637,3739,24450,24771,25063,25145,25187,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Walsenburg,Colorado,3545,3121,3021,2960,2900,2861,2871,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,
Walsh,Colorado,602,556,556,538,522,519,512,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Walterboro,South Carolina,5841,5461,5411,5281,5287,5250,5253,,3,3,2,1,4,5,3,5,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Walters,Oklahoma,2468,2578,2561,2568,2572,2566,2486,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Waltham,Massachusetts,60106,61002,61725,62446,62756,63590,63613,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,4,0,0,2,3,2,1,1,2,,
Walthill,Nebraska,No Data,No Data,No Data,No Data,No Data,No Data,776,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR, DNR, DNR,0,0,,
Walthourville,Georgia,No Data,No Data,4302,4278,No Data,4198,No Data,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,DNR,0,0,0,0,DNR,DNR,DNR,DNR,0, DNR, DNR, DNR,DNR,DNR,DNR,DNR,,
Walton,Kansas,295,236,No Data,239,232,240,No Data,,DNR,DNR,0,DNR,DNR,DNR,0,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0, DNR,0, DNR,0, DNR, DNR,DNR,DNR,DNR,DNR,,
Walton Hills,Ohio,2244,2283,2263,2250,No Data,2242,2236,,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR,DNR,DNR,DNR,DNR, DNR,0,0,0,0,0,0,0,,
Walton Village,New York,2739,3102,3077,3012,2980,2951,2901,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Walworth,Wisconsin,2651,2828,2833,2824,2824,2834,2843,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Wamac,Illinois,No Data,No Data,No Data,1165,1144,No Data,No Data,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,1, DNR, DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Wamego,Kansas,4414,4400,No Data,4514,4654,4622,4674,,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Wampum,Pennsylvania,620,719,712,700,699,689,683,,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Wanaque,New Jersey,12430,11153,11188,11173,11246,11511,11937,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,,
Wapakoneta,Ohio,9433,9874,9842,9812,9822,9807,9815,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,,
Wapato,Washington,4570,5075,5123,5067,5059,5050,5067,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Wappingers Falls Village,New York,6072,5547,5563,5476,No Data,5618,5566,,0,0,0,0,0,0,0,DNR,0,0,0,0,0, DNR, DNR, DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,,
Ward,Arkansas,4311,4098,4143,4454,4545,4747,4835,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Wardell,Missouri,385,429,424,417,410,404,397,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0, DNR,0,0,0,0,0,0,0,,
Warden,Washington,2651,2734,2785,2759,2736,2761,2743,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Wardensville,West Virginia,261,271,No Data,No Data,No Data,No Data,No Data,,0,0,DNR,DNR,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Ware,Massachusetts,9748,9932,9942,9856,9838,9880,9891,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
Ware Shoals,South Carolina,2372,2195,2189,2162,2171,2162,2175,,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,
Wareham,Massachusetts,21218,21955,22136,22567,22585,22640,22422,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
Warm Springs,Georgia,No Data,431,422,406,411,407,No Data,,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0, DNR, DNR,DNR,DNR,DNR,DNR,,
Warminster Township,Pennsylvania,35027,32786,32810,32802,32804,32655,32577,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,,
Warner,New Hampshire,1560,1659,1651,1631,1619,1613,1619,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Warner Robins,Georgia,61332,67465,69231,71614,73418,74363,74419,,0,0,0,0,1,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Warr Acres,Oklahoma,9579,10151,No Data,10360,10459,10495,10505,,0,0,1,0,0,0,0,0,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Warren,Michigan,10840,10598,10584,10557,10567,135367,10460,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,6,0,0,0,0,,
Warren Township,New Jersey,5940,15362,5523,15841,16021,5356,5320,,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Warrensburg,Missouri,19376,1214,19146,19958,20190,20236,20136,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Warrensville Heights,Ohio,13341,13552,13436,No Data,No Data,No Data,No Data,,0,0,0,0,0,DNR,0,0,0,0,DNR,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Warrenton,Georgia,9367,9726,9842,9860,9920,9981,9953,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Warrenville,Illinois,No Data,No Data,13238,13353,13400,13373,No Data,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,,
Warrington Township,Pennsylvania,23663,23493,23509,23565,23630,23820,24044,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,,
Warrior,Alabama,3171,No Data,No Data,No Data,No Data,No Data,No Data,,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Warroad,Minnesota,No Data,No Data,No Data,1768,No Data,No Data,1804,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR, DNR,0, DNR, DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR, DNR, DNR, DNR,0,,
Warsaw,Indiana,1321,1530,1524,1493,1496,1499,1492,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Warsaw Village,New York,3527,3489,3473,3453,3397,3364,3357,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Warson Woods,Missouri,1817,1969,1965,1955,1953,1956,1957,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Wartburg,Tennessee,912,926,921,912,913,903,901,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Wartrace,Tennessee,614,657,662,649,646,660,661,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Warwick,Rhode Island,84568,82572,82282,81789,82123,81854,81481,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Warwick Town,New York,19824,No Data,19563,18332,18334,18307,18345,,0,0,0,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Warwick Township, Bucks County",Pennsylvania,15090,14483,14493,14625,14718,14755,14741,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,,
"Warwick Township, Lancaster County",Pennsylvania,17596,17840,No Data,No Data,No Data,No Data,No Data,,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Waseca,Minnesota,No Data,9483,9538,9443,9329,9237,9207,,DNR,DNR,DNR,DNR,0,0,DNR,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Washburn,Maine,2051,2126,2134,2101,2094,2056,2043,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Washington,District Of Columbia,18755,19123,19509,21616,658893,24646,25564,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,25,11,0,0,0,0,0,0,0,0,,
Washington Court House,Ohio,13468,14202,14168,14083,14072,14060,13986,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,
Washington Park,Illinois,5460,4209,4201,4095,4046,4003,No Data,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,,
"Washington Township, Bergen County",New Jersey,9664,9132,9207,9271,9296,9341,9381,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Washington Township, Fayette County",Pennsylvania,4095,3914,3894,3838,3818,3764,3740,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Washington Township, Franklin County",Pennsylvania,12440,14054,14146,14261,14468,14559,14631,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,,
"Washington Township, Gloucester County",New Jersey,52251,48720,48940,48110,48100,47588,47477,,3,4,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0, DNR,0,2,0,,
"Washington Township, Lucas County",Ohio,No Data,No Data,No Data,No Data,No Data,No Data,3239,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR, DNR, DNR,0,0,,
"Washington Township, Morris County",New Jersey,18615,18595,18728,18782,18787,18745,18696,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,,
"Washington Township, Northampton County",Pennsylvania,5022,5138,5141,5155,5161,5181,5180,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,0,,
"Washington Township, Warren County",New Jersey,6949,6673,6662,6493,6494,6442,6430,,1,0,0,0,0,1,0,0,1,0,0,0,0,0, DNR,1,0,0,0,0,0,0,0,0,0,0,0,1,,
"Washington Township, Westmoreland County",Pennsylvania,7409,7446,7421,7354,7310,7254,7216,,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,,
"Washington, Washington County",Pennsylvania,14745,13707,13713,13905,13686,13469,13421,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,,
Washingtonville,Ohio,733,No Data,No Data,785,783,778,772,,DNR,DNR,DNR,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR, DNR, DNR, DNR,0, DNR,0,0,0,0,0,0,0,0,0,0,0,,
Washingtonville Village,New York,6122,5926,5964,5828,5788,5767,5765,,1,0,0,0,0,0,DNR,DNR,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Washougal,Washington,14405,14316,14498,14733,14904,15220,15527,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,
Wasilla,Alaska,No Data,7969,8190,8645,8807,9099,9585,,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Watauga,Tennessee,24494,23991,24390,24210,24348,24547,24725,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Watchung,New Jersey,6752,5820,5857,5844,5878,5875,5925,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0, DNR,0,0,0,,
Waterbury,Connecticut,5416,5070,5068,5112,5130,5105,5120,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Waterford,Connecticut,9127,19553,19529,19541,19504,8800,8897,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Waterford Town and Village,New York,8520,8461,8519,8392,8398,8332,8439,,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Waterford Township,Michigan,10774,10684,10693,10747,10844,10736,10720,,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Waterloo,Illinois,3226,3348,3354,3370,3361,3349,3345,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Waterloo Township,Michigan,2933,No Data,No Data,No Data,2833,No Data,No Data,,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Waterloo Village,New York,4905,5194,5192,5175,5185,5024,5012,,1,0,0,1,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Watertown,South Dakota,23069,23965,23956,23995,23950,23905,34655,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,
Waterville,Kansas,16076,5527,5500,5496,5506,5515,5511,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Waterville Township,Ohio,5812,No Data,No Data,No Data,1664,1663,1653,,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0, DNR, DNR,,
Waterville Valley,New Hampshire,267,247,246,246,248,248,246,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Watervliet,Michigan,9320,10300,10285,10245,10235,10231,10208,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Watford City,North Dakota,1450,1773,1967,2793,3858,5235,8819,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,
Wathena,Kansas,1280,1373,1374,1348,1348,1347,1330,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Watkins Glen Village,New York,1951,1867,1872,1862,1871,1891,1860,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Watkinsville,Georgia,2941,2869,2910,2896,2910,2857,2877,,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Watonga,Oklahoma,5833,5166,3022,2987,2973,3040,3002,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Watseka,Illinois,5290,5271,5212,5172,5109,5070,5027,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Watsontown,Pennsylvania,2107,2358,2355,2368,2350,2341,2315,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,,
Watsonville,California,51488,51801,52064,52076,52778,53581,54110,,0,0,3,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Watts,Oklahoma,No Data,No Data,No Data,No Data,No Data,No Data,308,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,,
Wauchula,Florida,4640,5069,5122,4918,4948,No Data,No Data,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Wauconda,Illinois,No Data,No Data,13662,13792,No Data,13954,13843,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,,
Waukee,Iowa,14091,13862,14540,16633,17952,18778,20186,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Waukegan,Illinois,89900,No Data,89468,88763,88747,88855,88337,,0,0,0,0,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Waukesha,Wisconsin,68680,71026,71049,70988,71093,71686,72223,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Waukomis,Oklahoma,1237,1300,1295,1313,1340,1372,1381,,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Waukon,Iowa,No Data,No Data,No Data,3861,3858,3766,3701,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Waunakee,Wisconsin,11920,12150,12326,12829,13017,13307,13556,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Waupaca,Wisconsin,5868,6095,6115,6036,6020,6003,6001,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Waupun,Wisconsin,10564,11389,11379,11279,11326,11385,11342,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,
Waurika,Oklahoma,1950,2086,2088,2018,2038,1976,1974,,0,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Wausau,Wisconsin,38429,39276,39313,39176,39359,39351,39091,,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Wauseon,Ohio,7209,7337,7301,7301,7292,7316,7311,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
Wautoma,Wisconsin,2047,2228,2227,2216,2163,2138,2120,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Wauwatosa,Wisconsin,45229,46598,46748,47273,47306,47235,No Data,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,,
Waveland,Mississippi,5592,6459,No Data,No Data,No Data,No Data,No Data,,0,0,0,DNR,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Waverly,Iowa,2128,2175,2174,2114,2072,2064,2057,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Waverly Hall,Georgia,773,745,749,737,735,726,842,,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Waverly Township,Pennsylvania,54235,1749,1744,1750,1754,1752,1708,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR,0,0,0,0,,
Waverly Village,New York,4216,4464,4461,4337,4344,4267,4231,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Waxahachie,Texas,30368,30244,30676,31530,32053,33012,34152,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Waxhaw,North Carolina,4355,9984,10167,10481,11678,13593,14367,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Waycross,Georgia,14182,14842,14875,14206,14149,14045,13934,,0,0,0,0,0,0,0,DNR,0,0,0,DNR,0,0,0,0,0,0,0, DNR,0,0,0, DNR,0,0,0,0,,
Wayland,Massachusetts,13396,13073,13248,13411,13592,4154,4184,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Wayland Village,New York,1746,1873,No Data,1842,1843,1827,1804,,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Waymart,Pennsylvania,1417,1345,1352,1288,1286,1275,1267,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,0, DNR,0,0,0,0,0,,
Wayne,Michigan,1168,1415,1425,896,17067,901,900,,0,DNR,0,DNR,0,0,0,0,0,0,0,0,0, DNR,0, DNR,0,0,0,0,0, DNR, DNR, DNR, DNR, DNR,0,0,,
Wayne City,Illinois,1034,1035,No Data,No Data,No Data,No Data,No Data,,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Wayne Township,New Jersey,54234,54899,55071,54917,2554,2534,55023,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0, DNR,0,0,0,,
"Wayne Township, Lawrence County",Pennsylvania,No Data,No Data,No Data,2571,No Data,No Data,2509,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0, DNR,,
Waynesboro,Georgia,22606,21257,21546,21175,21321,21384,2380,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Waynesburg,Ohio,4196,4189,4333,4106,4105,4122,4021,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0, DNR,0, DNR,0,0,0,0,,
