Year,State,Agency Type,Agency name,q01,q02,q03,q04,Population2
2014,South Carolina,Other Agencies,Sumter County,0,0,0,0,
2014,South Carolina,Other Agencies,Union County,0,0,0,0,
2014,South Carolina,Other Agencies,Williamsburg County,0,0,0,0,
2014,South Carolina,Other Agencies,York County,0,0,0,0,
2014,South Carolina,Other Agencies,"Department of Public Safety, Illegal Immigration Enforcement Unit",0,0,0,0,
2014,South Carolina,Other Agencies,Forestry Commission: , Nan, Nan, Nan, Nan,
2014,South Carolina,Other Agencies,Abbeville County,0,0,0,0,
2014,South Carolina,Other Agencies,Aiken County,0,0, Nan,0,
2014,South Carolina,Other Agencies,Allendale County,0,0,0,0,
2014,South Carolina,Other Agencies,Anderson County,0,0,0,0,
2014,South Carolina,Other Agencies,Bamberg County,0,0,0,0,
2014,South Carolina,Other Agencies,Barnwell County,0,0,0,0,
2014,South Carolina,Other Agencies,Beaufort County,0,0,0,0,
2014,South Carolina,Other Agencies,Berkeley County,0,0,0,0,
2014,South Carolina,Other Agencies,Calhoun County,0,0,0,0,
2014,South Carolina,Other Agencies,Charleston County,0,0,0,0,
2014,South Carolina,Other Agencies,Cherokee County,0,0,0,0,
2014,South Carolina,Other Agencies,Chester County,0,0,0,0,
2014,South Carolina,Other Agencies,Chesterfield County,0,0,0,0,
2014,South Carolina,Other Agencies,Clarendon County,0,0,0,0,
2014,South Carolina,Other Agencies,Colleton County,0,0,0,0,
2014,South Carolina,Other Agencies,Darlington County,0,0,0,0,
2014,South Carolina,Other Agencies,Dillon County,0,0,0,0,
2014,South Carolina,Other Agencies,Dorchester County,0,0,0,0,
2014,South Carolina,Other Agencies,Edgefield County,0,0,0,0,
2014,South Carolina,Other Agencies,Fairfield County,0,0,0,0,
2014,South Carolina,Other Agencies,Florence County,0,0,0,0,
2014,South Carolina,Other Agencies,Georgetown County,0,0,0,0,
2014,South Carolina,Other Agencies,Greenville County,0,0,0,0,
2014,South Carolina,Other Agencies,Greenwood County,0,0,0,0,
2014,South Carolina,Other Agencies,Hampton County,0,0,0,0,
2014,South Carolina,Other Agencies,Horry County,0,0,0,0,
2014,South Carolina,Other Agencies,Jasper County,0,0,0,0,
2014,South Carolina,Other Agencies,Kershaw County,0,0, Nan,0,
2014,South Carolina,Other Agencies,Lancaster County,0,0,0,0,
2014,South Carolina,Other Agencies,Laurens County,0,0,0,0,
2014,South Carolina,Other Agencies,Lee County,0,0,0,0,
2014,South Carolina,Other Agencies,Lexington County,0,0,0,0,
2014,South Carolina,Other Agencies,Marion County,0,0,0,0,
2014,South Carolina,Other Agencies,Marlboro County,0,0,0,0,
2014,South Carolina,Other Agencies,McCormick County,0,0,0,0,
2014,South Carolina,Other Agencies,Newberry County,0,0,0,0,
2014,South Carolina,Other Agencies,Oconee County,0,0,0,0,
2014,South Carolina,Other Agencies,Orangeburg County,0,0,0,0,
2014,South Carolina,Other Agencies,Pickens County,0,0, Nan,0,
2014,South Carolina,Other Agencies,Richland County,0,0,0,0,
2014,South Carolina,Other Agencies,Saluda County,0,0,0,0,
2014,South Carolina,Other Agencies,Spartanburg County,0,0,0,0,
2014,South Carolina,Other Agencies,Sumter County,0,0,0,0,
2014,South Carolina,Other Agencies,Union County,0,0,0,0,
2014,South Carolina,Other Agencies,Williamsburg County,0,0,0,0,
2014,South Carolina,Other Agencies,York County,0,0,0,0,
2014,South Carolina,Other Agencies,Greenville Hospital,0,0,0,0,
2014,South Carolina,Other Agencies,Greenville-Spartanburg International Airport,0,0,0,0,
2014,South Carolina,Other Agencies,Lexington County Medical Center,0,0,0,0,
2014,South Carolina,Other Agencies,Santee Cooper, Nan, Nan, Nan,0,
2014,South Carolina,Other Agencies,South Carolina Division of Public Railways,0,0,0,0,
2014,South Carolina,Other Agencies,South Carolina School for the Deaf and Blind,0,0,0, Nan,
2014,South Carolina,Other Agencies,State Museum,0,0,0,0,
2014,South Carolina,Other Agencies,State Ports Authority,0,0,0,0,
2014,South Carolina,Other Agencies,State Transport Police:, Nan, Nan, Nan, Nan,
2014,South Carolina,Other Agencies,Abbeville County,0,0,0,0,
2014,South Carolina,Other Agencies,Aiken County,0,0,0,0,
2014,South Carolina,Other Agencies,Allendale County,0,0,0,0,
2014,South Carolina,Other Agencies,Anderson County,0,0,0,0,
2014,South Carolina,Other Agencies,Bamberg County,0,0,0,0,
2014,South Carolina,Other Agencies,Barnwell County,0,0,0,0,
2014,South Carolina,Other Agencies,Beaufort County,0,0,0,0,
2014,South Carolina,Other Agencies,Berkeley County,0,0,0,0,
2014,South Carolina,Other Agencies,Charleston County,0,0,0,0,
2014,South Carolina,Other Agencies,Cherokee County,0,0,0,0,
2014,South Carolina,Other Agencies,Clarendon County,0,0,0,0,
2014,South Carolina,Other Agencies,Colleton County,0,0,0,0,
2014,South Carolina,Other Agencies,Darlington County,0,0,0,0,
2014,South Carolina,Other Agencies,Dillon County,0,0,0,0,
2014,South Carolina,Other Agencies,Dorchester County,0,0,0,0,
2014,South Carolina,Other Agencies,Edgefield County,0,0,0,0,
2014,South Carolina,Other Agencies,Fairfield County,0,0,0,0,
2014,South Carolina,Other Agencies,Florence County,0,0,0,0,
2014,South Carolina,Other Agencies,Georgetown County,0,0,0,0,
2014,South Carolina,Other Agencies,Greenville County,0,0,0,0,
2014,South Carolina,Other Agencies,Greenwood County,0,0,0,0,
2014,South Carolina,Other Agencies,Horry County,0,0,0,0,
2014,South Carolina,Other Agencies,Jasper County,0,0,0,0,
2014,South Carolina,Other Agencies,Kershaw County,0,0,0,0,
2014,South Carolina,Other Agencies,Laurens County,0,0,0,0,
2014,South Carolina,Other Agencies,Lee County,0,0,0,0,
2014,South Carolina,Other Agencies,Lexington County,0,0,0,0,
2014,South Carolina,Other Agencies,Marion County,0,0,0,0,
2014,South Carolina,Other Agencies,Marlboro County,0,0,0,0,
2014,South Carolina,Other Agencies,Newberry County,0,0,0,0,
2014,South Carolina,Other Agencies,Oconee County,0,0,0,0,
2014,South Carolina,Other Agencies,Orangeburg County,0,0,0,0,
2014,South Carolina,Other Agencies,Richland County,0,0,0,0,
2014,South Carolina,Other Agencies,Saluda County,0,0,0,0,
2014,South Carolina,Other Agencies,Spartanburg County,0,0,0,0,
2014,South Carolina,Other Agencies,Sumter County,0,0,0,0,
2014,South Carolina,Other Agencies,Union County,0,0,0,0,
2014,South Carolina,Other Agencies,Williamsburg County,0,0,0,0,
2014,South Carolina,Other Agencies,York County,0,0,0,0,
2014,South Carolina,Other Agencies,"United States Department of Energy, Savannah River Plant",0,0,0,0,
2014,South Dakota,Cities,Alcester,0,0,0,0,799
2014,South Dakota,Cities,Avon,0,0,0,0,581
2014,South Dakota,Cities,Belle Fourche,0,0,0,0,5755
2014,South Dakota,Cities,Beresford,0,0,0,0,2038
2014,South Dakota,Cities,Box Elder,0,0,0,0,9432
2014,South Dakota,Cities,Brandon,0,0,0,0,9678
2014,South Dakota,Cities,Brookings,0,0,0,0,23145
2014,South Dakota,Cities,Centerville,0,0,0,0,887
2014,South Dakota,Cities,Chamberlain,0,0,0,0,2457
2014,South Dakota,Cities,Clark,0,0,0,0,1041
2014,South Dakota,Cities,Deadwood,0,0,0,0,1292
2014,South Dakota,Cities,Eagle Butte,0,0,0,0,1357
2014,South Dakota,Cities,Estelline,0,0,0,0,757
2014,South Dakota,Cities,Faith,0,0,0,0,438
2014,South Dakota,Cities,Flandreau,0,0,0,0,2291
2014,South Dakota,Cities,Freeman,0,0,0,0,1252
2014,South Dakota,Cities,Gettysburg,0,0,0,0,1210
2014,South Dakota,Cities,Hot Springs,0,0,0,0,3478
2014,South Dakota,Cities,Hoven,0,0,0,0,417
2014,South Dakota,Cities,Huron,0,0,0,0,13225
2014,South Dakota,Cities,Irene,0,0,0,0,416
2014,South Dakota,Cities,Jefferson,0,0,0,0,539
2014,South Dakota,Cities,Kadoka,0,0,0,0,699
2014,South Dakota,Cities,Kimball,0,0,0,0,715
2014,South Dakota,Cities,Lead,0,0,0,0,3105
2014,South Dakota,Cities,Lennox,0,0,0,0,2264
2014,South Dakota,Cities,Leola,0,0,0,0,450
2014,South Dakota,Cities,Madison,0,0,0,0,7057
2014,South Dakota,Cities,Martin,0,0,0,0,1073
2014,South Dakota,Cities,Menno,0,0,0,0,582
2014,South Dakota,Cities,Miller,0,0,0,0,1454
2014,South Dakota,Cities,Mitchell,0,0,0,0,15600
2014,South Dakota,Cities,Mobridge,0,0,0,0,3539
2014,South Dakota,Cities,North Sioux City,0,0,0,0,2503
2014,South Dakota,Cities,Parkston,0,0,0,0,1460
2014,South Dakota,Cities,Philip,0,0,0,0,759
2014,South Dakota,Cities,Pierre,0,0,0,0,14061
2014,South Dakota,Cities,Rosholt,0,0,0,0,431
2014,South Dakota,Cities,Scotland,0,0,0,0,830
2014,South Dakota,Cities,Selby,0,0,0,0,652
2014,South Dakota,Cities,Sisseton,0,0,0,0,2451
2014,South Dakota,Cities,Springfield,0,0,0,0,1978
2014,South Dakota,Cities,Summerset,0,0,0,0,2085
2014,South Dakota,Cities,Tea,0,0,0,0,4583
2014,South Dakota,Cities,Tripp,0,0,0,0,620
2014,South Dakota,Cities,Tyndall,0,0,0,0,1064
2014,South Dakota,Cities,Viborg,0,0,0,0,777
2014,South Dakota,Cities,Wagner,0,0,0,0,1574
2014,South Dakota,Cities,Whitewood,0,0,0,0,942
2014,South Dakota,Cities,Winner,0,0,0,0,2835
2014,South Dakota,Cities,Worthing,0,0,0,0,943
2014,South Dakota,Cities,Yankton,0,0,0,0,14622
2014,South Dakota,Universities and Colleges,South Dakota State University,0,0,0,0,12525
2014,South Dakota,Metropolitan Counties,Custer,0,0,0,0,
2014,South Dakota,Metropolitan Counties,Lincoln,0,0,0,0,
2014,South Dakota,Metropolitan Counties,McCook,0,0,0,0,
2014,South Dakota,Metropolitan Counties,Meade,0,0,0,0,
2014,South Dakota,Metropolitan Counties,Turner,0,0,0,0,
2014,South Dakota,Metropolitan Counties,Union,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Aurora,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Beadle,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Bennett,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Bon Homme,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Brookings,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Brown,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Butte,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Campbell,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Clark,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Clay,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Codington,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Corson,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Davison,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Deuel,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Dewey,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Douglas,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Edmunds,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Faulk,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Hand,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Hanson,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Harding,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Hughes,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Hutchinson,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Jerauld,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Lawrence,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Marshall,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,McPherson,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Mellette,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Miner,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Moody,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Perkins,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Potter,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Roberts,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Spink,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Stanley,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Sully,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Tripp,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Walworth,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Yankton,0,0,0,0,
2014,South Dakota,Nonmetropolitan Counties,Ziebach,0,0,0,0,
2014,South Dakota,State Police Agencies,South Dakota Highway Patrol,0,0,0,0,
2014,South Dakota,Tribal Agencies,Cheyenne River Tribal,0,0,0,0,
2014,South Dakota,Tribal Agencies,Crow Creek Tribal,0,0,0,0,
2014,South Dakota,Tribal Agencies,Flandreau Tribal,0,0,0,0,
2014,South Dakota,Tribal Agencies,Lower Brule Tribal,0,0,0,0,
2014,South Dakota,Tribal Agencies,Pine Ridge Sioux Tribal,0,0,0,0,
2014,South Dakota,Tribal Agencies,Rosebud Tribal,0,0,0,0,
2014,South Dakota,Tribal Agencies,Sisseton-Wahpeton Tribal,0,0,0,0,
2014,South Dakota,Tribal Agencies,Yankton Tribal,0,0,0,0,
2014,South Dakota,Other Agencies,Division of Criminal Investigation,0,0,0,0,
2014,Tennessee,Cities,Adamsville,0,0,0,0,2263
2014,Tennessee,Cities,Alamo,0,0,0,0,2487
2014,Tennessee,Cities,Alcoa,0,0,0,0,8689
2014,Tennessee,Cities,Alexandria,0,0,0,0,992
2014,Tennessee,Cities,Algood,0,0,0,0,3577
2014,Tennessee,Cities,Ardmore,0,0,0,0,1203
2014,Tennessee,Cities,Ashland City,0,0,0,0,4664
2014,Tennessee,Cities,Athens,0,0,0,0,13640
2014,Tennessee,Cities,Baileyton,0,0,0,0,429
2014,Tennessee,Cities,Baneberry,0,0,0,0,507
2014,Tennessee,Cities,Bartlett,0,0,0,0,58529
2014,Tennessee,Cities,Bean Station,0,0,0,0,3071
2014,Tennessee,Cities,Belle Meade,0,0,0,0,3005
2014,Tennessee,Cities,Bells,0,0,0,0,2446
2014,Tennessee,Cities,Berry Hill,0,0,0,0,556
2014,Tennessee,Cities,Big Sandy,0,0,0,0,546
2014,Tennessee,Cities,Blaine,0,0,0,0,1856
2014,Tennessee,Cities,Bluff City,0,0,0,0,1729
2014,Tennessee,Cities,Bolivar,0,0,0,0,5199
2014,Tennessee,Cities,Bradford,0,0,0,0,1016
2014,Tennessee,Cities,Brentwood,0,0,0,0,40757
2014,Tennessee,Cities,Brighton,0,0,0,0,2961
2014,Tennessee,Cities,Brownsville,0,0,0,0,9957
2014,Tennessee,Cities,Bruceton,0,0,0,0,1457
2014,Tennessee,Cities,Burns,0,0,0,0,1451
2014,Tennessee,Cities,Calhoun,0,0,0,0,495
2014,Tennessee,Cities,Carthage,0,0,0,0,2272
2014,Tennessee,Cities,Caryville,0,0,0,0,2248
2014,Tennessee,Cities,Celina,0,0,0,0,1488
2014,Tennessee,Cities,Centerville,0,0,0,0,3591
2014,Tennessee,Cities,Chapel Hill,0,0,0,0,1468
2014,Tennessee,Cities,Charleston,0,0,0,0,668
2014,Tennessee,Cities,Church Hill,0,0,0,0,6782
2014,Tennessee,Cities,Clarksburg,0,0,0,0,385
2014,Tennessee,Cities,Cleveland,0,0,0,0,43135
2014,Tennessee,Cities,Clifton,0,0,0,0,2661
2014,Tennessee,Cities,Clinton,0,0,0,0,9924
2014,Tennessee,Cities,Collegedale,0,0,0,0,9889
2014,Tennessee,Cities,Collierville,0,0,0,0,47757
2014,Tennessee,Cities,Collinwood,0,0,0,0,993
2014,Tennessee,Cities,Cookeville,0,0,0,0,31257
2014,Tennessee,Cities,Coopertown,0,0,0,0,4352
2014,Tennessee,Cities,Copperhill,0,0,0,0,337
2014,Tennessee,Cities,Cornersville,0,0,0,0,1208
2014,Tennessee,Cities,Cowan,0,0,0,0,1712
2014,Tennessee,Cities,Cross Plains,0,0,0,0,1720
2014,Tennessee,Cities,Crump,0,0,0,0,1415
2014,Tennessee,Cities,Cumberland City,0,0,0,0,310
2014,Tennessee,Cities,Dandridge,0,0,0,0,2861
2014,Tennessee,Cities,Dayton,0,0,0,0,7446
2014,Tennessee,Cities,Decatur,0,0,0,0,1565
2014,Tennessee,Cities,Decherd,0,0,0,0,2468
2014,Tennessee,Cities,Dickson,0,0,0,0,15022
2014,Tennessee,Cities,Dover,0,0,0,0,1438
2014,Tennessee,Cities,Dresden,0,0,0,0,2910
2014,Tennessee,Cities,Dunlap,0,0,0,0,5112
2014,Tennessee,Cities,Dyer,0,0,0,0,2285
2014,Tennessee,Cities,Eagleville,0,0,0,0,624
2014,Tennessee,Cities,East Ridge,0,0,0,0,21478
2014,Tennessee,Cities,Elkton,0,0,0,0,559
2014,Tennessee,Cities,Englewood,0,0,0,0,1525
2014,Tennessee,Cities,Erin,0,0,0,0,1316
2014,Tennessee,Cities,Erwin,0,0,0,0,6069
2014,Tennessee,Cities,Estill Springs,0,0,0,0,2043
2014,Tennessee,Cities,Ethridge,0,0,0,0,462
2014,Tennessee,Cities,Etowah,0,0,0,0,3499
2014,Tennessee,Cities,Fairview,0,0,0,0,8160
2014,Tennessee,Cities,Fayetteville,0,0,0,0,7201
2014,Tennessee,Cities,Franklin,0,0,0,0,70485
2014,Tennessee,Cities,Friendship,0,0,0,0,673
2014,Tennessee,Cities,Gadsden,0,0,0,0,466
2014,Tennessee,Cities,Gainesboro,0,0,0,0,959
2014,Tennessee,Cities,Gallaway,0,0,0,0,665
2014,Tennessee,Cities,Gates,0,0,0,0,647
2014,Tennessee,Cities,Gatlinburg,0,0,0,0,4130
2014,Tennessee,Cities,Germantown,0,0,0,0,39495
2014,Tennessee,Cities,Gibson,0,0,0,0,380
2014,Tennessee,Cities,Gleason,0,0,0,0,1405
2014,Tennessee,Cities,Goodlettsville,0,0,0,0,17034
2014,Tennessee,Cities,Gordonsville,0,0,0,0,1196
2014,Tennessee,Cities,Grand Junction,0,0,0,0,304
2014,Tennessee,Cities,Graysville,0,0,0,0,1510
2014,Tennessee,Cities,Greenbrier,0,0,0,0,6694
2014,Tennessee,Cities,Greenfield,0,0,0,0,2125
2014,Tennessee,Cities,Halls,0,0,0,0,2237
2014,Tennessee,Cities,Harriman,0,0,0,0,6234
2014,Tennessee,Cities,Henderson,0,0,0,0,6528
2014,Tennessee,Cities,Hendersonville,0,0,0,0,54728
2014,Tennessee,Cities,Henning,0,0,0,0,938
2014,Tennessee,Cities,Henry,0,0,0,0,464
2014,Tennessee,Cities,Hohenwald,0,0,0,0,3690
2014,Tennessee,Cities,Hollow Rock,0,0,0,0,708
2014,Tennessee,Cities,Hornbeak,0,0,0,0,409
2014,Tennessee,Cities,Humboldt,0,0,0,0,8391
2014,Tennessee,Cities,Huntingdon,0,0,0,0,3977
2014,Tennessee,Cities,Huntland,0,0,0,0,861
2014,Tennessee,Cities,Jacksboro,0,0,0,0,1986
2014,Tennessee,Cities,Jamestown,0,0,0,0,1948
2014,Tennessee,Cities,Jasper,0,0,0,0,3307
2014,Tennessee,Cities,Jellico,0,0,0,0,2292
2014,Tennessee,Cities,Johnson City,0,0,0,0,65541
2014,Tennessee,Cities,Jonesborough,0,0,0,0,5202
2014,Tennessee,Cities,Kenton,0,0,0,0,1243
2014,Tennessee,Cities,Kimball,0,0,0,0,1400
2014,Tennessee,Cities,Kingsport,0,0,0,0,53010
2014,Tennessee,Cities,Kingston Springs,0,0,0,0,2776
2014,Tennessee,Cities,Lafayette,0,0,0,0,4883
2014,Tennessee,Cities,La Follette,0,0,0,0,7203
2014,Tennessee,Cities,La Vergne,0,0,0,0,34430
2014,Tennessee,Cities,Lawrenceburg,0,0,0,0,10448
2014,Tennessee,Cities,Lenoir City,0,0,0,0,9058
2014,Tennessee,Cities,Lewisburg,0,0,0,0,11393
2014,Tennessee,Cities,Lexington,0,0,0,0,7912
2014,Tennessee,Cities,Livingston,0,0,0,0,4075
2014,Tennessee,Cities,Lookout Mountain,0,0,0,0,1895
2014,Tennessee,Cities,Loretto,0,0,0,0,1724
2014,Tennessee,Cities,Loudon,0,0,0,0,5785
2014,Tennessee,Cities,Madisonville,0,0,0,0,4803
2014,Tennessee,Cities,Manchester,0,0,0,0,10296
2014,Tennessee,Cities,Martin,0,0,0,0,11330
2014,Tennessee,Cities,Maryville,0,0,0,0,28116
2014,Tennessee,Cities,Maury City,0,0,0,0,672
2014,Tennessee,Cities,Maynardville,0,0,0,0,2365
2014,Tennessee,Cities,McEwen,0,0,0,0,1695
2014,Tennessee,Cities,McKenzie,0,0,0,0,5647
2014,Tennessee,Cities,McMinnville,0,0,0,0,13683
2014,Tennessee,Cities,Medina,0,0,0,0,4051
2014,Tennessee,Cities,Middleton,0,0,0,0,682
2014,Tennessee,Cities,Milan,0,0,0,0,7757
2014,Tennessee,Cities,Millersville,0,0,0,0,6605
2014,Tennessee,Cities,Minor Hill,0,0,0,0,526
2014,Tennessee,Cities,Monterey,0,0,0,0,2859
2014,Tennessee,Cities,Moscow,0,0,0,0,541
2014,Tennessee,Cities,Mountain City,0,0,0,0,2496
2014,Tennessee,Cities,Mount Carmel,0,0,0,0,5480
2014,Tennessee,Cities,Mount Juliet,0,0,0,0,29104
2014,Tennessee,Cities,Mount Pleasant,0,0,0,0,4676
2014,Tennessee,Cities,Murfreesboro,0,0,0,0,119005
2014,Tennessee,Cities,Newbern,0,0,0,0,3343
2014,Tennessee,Cities,New Hope,0,0,0,0,1069
2014,Tennessee,Cities,New Johnsonville,0,0,0,0,1901
2014,Tennessee,Cities,New Market,0,0,0,0,1360
2014,Tennessee,Cities,Newport,0,0,0,0,6924
2014,Tennessee,Cities,New Tazewell,0,0,0,0,2960
2014,Tennessee,Cities,Niota,0,0,0,0,719
2014,Tennessee,Cities,Nolensville,0,0,0,0,6295
2014,Tennessee,Cities,Norris,0,0,0,0,1635
2014,Tennessee,Cities,Oakland,0,0,0,0,7229
2014,Tennessee,Cities,Obion,0,0,0,0,1085
2014,Tennessee,Cities,Oliver Springs,0,0,0,0,3250
2014,Tennessee,Cities,Oneida,0,0,0,0,3728
2014,Tennessee,Cities,Paris,0,0,0,0,10166
2014,Tennessee,Cities,Petersburg,0,0,0,0,549
2014,Tennessee,Cities,Pigeon Forge,0,0,0,0,6075
2014,Tennessee,Cities,Pikeville,0,0,0,0,1613
2014,Tennessee,Cities,Piperton,0,0,0,0,1528
2014,Tennessee,Cities,Pittman Center,0,0,0,0,548
2014,Tennessee,Cities,Plainview,0,0,0,0,2065
2014,Tennessee,Cities,Pleasant View,0,0,0,0,4238
2014,Tennessee,Cities,Portland,0,0,0,0,12111
2014,Tennessee,Cities,Powells Crossroads,0,0,0,0,1327
2014,Tennessee,Cities,Pulaski,0,0,0,0,7590
2014,Tennessee,Cities,Puryear,0,0,0,0,667
2014,Tennessee,Cities,Red Bank,0,0,0,0,11872
2014,Tennessee,Cities,Red Boiling Springs,0,0,0,0,1129
2014,Tennessee,Cities,Ridgetop,0,0,0,0,1953
2014,Tennessee,Cities,Ripley,0,0,0,0,8392
2014,Tennessee,Cities,Rockwood,0,0,0,0,5435
2014,Tennessee,Cities,Rocky Top,0,0,0,0,1776
2014,Tennessee,Cities,Rogersville,0,0,0,0,4435
2014,Tennessee,Cities,Rossville,0,0,0,0,682
2014,Tennessee,Cities,Rutherford,0,0,0,0,1116
2014,Tennessee,Cities,Rutledge,0,0,0,0,1135
2014,Tennessee,Cities,Saltillo,0,0,0,0,514
2014,Tennessee,Cities,Scotts Hill,0,0,0,0,982
2014,Tennessee,Cities,Selmer,0,0,0,0,4529
2014,Tennessee,Cities,Sevierville,0,0,0,0,16321
2014,Tennessee,Cities,Sewanee,0,0,0,0,2385
2014,Tennessee,Cities,Shelbyville,0,0,0,0,20858
2014,Tennessee,Cities,Signal Mountain,0,0,0,0,8517
2014,Tennessee,Cities,Smithville,0,0,0,0,4686
2014,Tennessee,Cities,Smyrna,0,0,0,0,43823
2014,Tennessee,Cities,Sneedville,0,0,0,0,1359
2014,Tennessee,Cities,Soddy-Daisy,0,0,0,0,13170
2014,Tennessee,Cities,Somerville,0,0,0,0,3121
2014,Tennessee,Cities,South Carthage,0,0,0,0,1329
2014,Tennessee,Cities,South Fulton,0,0,0,0,2292
2014,Tennessee,Cities,South Pittsburg,0,0,0,0,3120
2014,Tennessee,Cities,Sparta,0,0,0,0,5145
2014,Tennessee,Cities,Spencer,0,0,0,0,1615
2014,Tennessee,Cities,Spring City,0,0,0,0,2019
2014,Tennessee,Cities,Springfield,0,0,0,0,16696
2014,Tennessee,Cities,St. Joseph,0,0,0,0,779
2014,Tennessee,Cities,Sunbright,0,0,0,0,546
2014,Tennessee,Cities,Surgoinsville,0,0,0,0,1796
2014,Tennessee,Cities,Sweetwater,0,0,0,0,5924
2014,Tennessee,Cities,Tazewell,0,0,0,0,2183
2014,Tennessee,Cities,Tellico Plains,0,0,0,0,897
2014,Tennessee,Cities,Tiptonville,0,0,0,0,4418
2014,Tennessee,Cities,Toone,0,0,0,0,351
2014,Tennessee,Cities,Townsend,0,0,0,0,453
2014,Tennessee,Cities,Tracy City,0,0,0,0,1450
2014,Tennessee,Cities,Trenton,0,0,0,0,4173
2014,Tennessee,Cities,Trezevant,0,0,0,0,848
2014,Tennessee,Cities,Trimble,0,0,0,0,626
2014,Tennessee,Cities,Troy,0,0,0,0,1335
2014,Tennessee,Cities,Tusculum,0,0,0,0,2662
2014,Tennessee,Cities,Union City,0,0,0,0,10707
2014,Tennessee,Cities,Vonore,0,0,0,0,1487
2014,Tennessee,Cities,Wartburg,0,0,0,0,913
2014,Tennessee,Cities,Wartrace,0,0,0,0,646
2014,Tennessee,Cities,Watauga,0,0,0,0,453
2014,Tennessee,Cities,Watertown,0,0,0,0,1506
2014,Tennessee,Cities,Waverly,0,0,0,0,4135
2014,Tennessee,Cities,Waynesboro,0,0,0,0,2434
2014,Tennessee,Cities,Westmoreland,0,0,0,0,2264
2014,Tennessee,Cities,White Bluff,0,0,0,0,3324
2014,Tennessee,Cities,White House,0,0,0,0,10863
2014,Tennessee,Cities,White Pine,0,0,0,0,2234
2014,Tennessee,Cities,Whiteville,0,0,0,0,4559
2014,Tennessee,Cities,Whitwell,0,0,0,0,1707
2014,Tennessee,Cities,Winchester,0,0,0,0,8530
2014,Tennessee,Cities,Winfield,0,0,0,0,953
2014,Tennessee,Cities,Woodbury,0,0,0,0,2734
2014,Tennessee,Universities and Colleges,Austin Peay State University,0,0,0,0,10399
2014,Tennessee,Universities and Colleges,Chattanooga State Community College,0,0,0,0,9910
2014,Tennessee,Universities and Colleges,Christian Brothers University,0,0,0,0,1577
2014,Tennessee,Universities and Colleges,Cleveland State Community College,0,0,0,0,3790
2014,Tennessee,Universities and Colleges,East Tennessee State University,0,0,0,0,14691
2014,Tennessee,Universities and Colleges,Jackson State Community College,0,0,0,0,4587
2014,Tennessee,Universities and Colleges,Lincoln Memorial University,0,0,0,0,3952
2014,Tennessee,Universities and Colleges,Northeast State Community College,0,0,0,0,5893
2014,Tennessee,Universities and Colleges,Roane State Community College,0,0,0,0,6214
2014,Tennessee,Universities and Colleges,Southwest Tennessee Community College,0,0,0,0,10817
2014,Tennessee,Universities and Colleges,Tennessee State University,0,0,0,0,8883
2014,Tennessee,Universities and Colleges,Tennessee Technological University,0,0,0,0,11118
2014,Tennessee,Universities and Colleges,University of Memphis,0,0,0,0,21480
