agencyName,agencyType,state,recent_population,zeroCount,dnrCount,reportCount,2010q1,2010q2,2010q3,2010q4,2011q1,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4
Hull,Cities,MASSACHUSETTS,10482,23,0,5,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hulmeville,Cities,PENNSYLVANIA,995,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
Humansville,Cities,MISSOURI,1036,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Humble,Cities,TEXAS,15770,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Humboldt,Nonmetropolitan Counties,NEVADA,8324,26,1,1,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hummelstown,Cities,PENNSYLVANIA,4565,24,3,1,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,0,0,0,0,0
Humphreys,Nonmetropolitan Counties,TENNESSEE,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hunt,Metropolitan Counties,TEXAS,No Data,25,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hunter Town,Cities,NEW YORK,2634,14,1,13,0,0,0,0,0,0,0,0,0,0,0,DNR,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0
Huntersville,Cities,NORTH CAROLINA,53932,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Hunting Valley,Cities,Ohio,710,1,3,24,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,DNR,DNR,DNR,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Huntingburg,Cities,INDIANA,6031,18,5,5,0,DNR,0,0,0,0,0,0,DNR,0,0,0,0,DNR,DNR,DNR,0,0,0,0,No Data,No Data,No Data,No Data,0,0,0,DNR
Huntingdon,Cities,PENNSYLVANIA,3912,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huntington,Cities,WEST VIRGINIA,2145,23,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,DNR,DNR,DNR,0,0,0,0,0,0,0,0
Huntington Bay Village,Cities,NEW YORK,1431,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huntington Beach,Cities,CALIFORNIA,204071,7,0,21,2,5,2,1,3,5,1,3,3,0,2,5,0,1,0,0,1,0,2,0,0,1,1,2,1,1,3,1
Huntington Park,Cities,CALIFORNIA,59692,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0
Huntington Woods,Cities,MICHIGAN,6360,22,0,6,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
Huntland,Cities,TENNESSEE,852,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Huntley,Cities,Illinois,26345,19,0,9,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huntsville,Cities,ALABAMA,41390,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hurley,Cities,MISSOURI,1484,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hurlock,Cities,MARYLAND,2036,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huron,Cities,CALIFORNIA,13459,24,3,1,0,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huron Township,Cities,MICHIGAN,15622,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Hurricane,Cities,UTAH,6534,24,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,DNR,DNR,DNR
Hurst,Cities,TEXAS,39345,25,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hurstbourne Acres,Cities,KENTUCKY,1886,26,1,1,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hurt,Cities,VIRGINIA,1269,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hutchins,Cities,TEXAS,5809,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hutchinson,Cities,KANSAS,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hutto,Cities,TEXAS,24160,26,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyattsville,Cities,MARYLAND,18666,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyde,Nonmetropolitan Counties,NORTH CAROLINA,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyde Park Town,Cities,NEW YORK,21140,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydro,Cities,OKLAHOMA,958,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iaeger,Cities,West Virginia,270,1,2,25,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,DNR,DNR,0,DNR
Iberia,Cities,MISSOURI,745,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iberville,Metropolitan Counties,Louisiana,No Data,1,3,24,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,DNR,DNR,DNR,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Ida,Nonmetropolitan Counties,IOWA,214,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR
Idabel,Cities,OKLAHOMA,7006,23,0,5,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR
Idaho,Nonmetropolitan Counties,IDAHO,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho City,Cities,Idaho,472,3,0,25,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0
Idaho Falls,Cities,IDAHO,59615,26,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho Springs,Cities,COLORADO,1730,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Idalou,Cities,TEXAS,2343,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ider,Cities,ALABAMA,733,4,0,24,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Ignacio,Cities,COLORADO,723,26,1,1,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilion Village,Cities,NEW YORK,7877,24,3,1,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilwaco,Cities,WASHINGTON,914,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Imlay City,Cities,MICHIGAN,3569,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Imperial,Cities,CALIFORNIA,2054,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Imperial Beach,Cities,CALIFORNIA,27616,21,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
Ina,Cities,Illinois,2365,7,0,21,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0
Independence,Nonmetropolitan Counties,ARKANSAS,1342,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Independence Town,Cities,NEW YORK,1166,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Independence Township,Cities,NEW JERSEY,5502,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Independence Township, Beaver County",Cities,PENNSYLVANIA,2442,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
"Independence Township, Washington County",Cities,Pennsylvania,1513,13,2,13,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,DNR,0,0,0,0,0,0,DNR,0,0,0,0,0
Index,Cities,Washington,198,3,0,25,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0
Indialantic,Cities,FLORIDA,2763,20,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Indian Beach,Cities,NORTH CAROLINA,115,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indian Creek Village,Cities,FLORIDA,91,20,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Indian Harbour Beach,Cities,FLORIDA,8308,20,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Indian Head Park,Cities,Illinois,3827,19,0,9,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indian Hill,Cities,OHIO,5814,11,9,8,0,0,0,0,DNR,0,0,DNR,0,0,DNR,DNR,DNR,DNR,0,0,0,DNR,DNR,DNR,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Indian Hills,Cities,KENTUCKY,2977,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Indian Lake,Cities,Pennsylvania,642,11,0,17,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0
Indian Point,Cities,MISSOURI,511,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
Indian River,Metropolitan Counties,FLORIDA,No Data,20,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Indian River Shores,Cities,FLORIDA,4050,20,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Indian Rocks Beach,Cities,FLORIDA,4196,20,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Indian Shores,Cities,FLORIDA,3600,19,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Indian Wells,Cities,CALIFORNIA,5352,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,Cities,PENNSYLVANIA,15062,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
Indiana Township,Cities,PENNSYLVANIA,7267,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
Indianapolis,Cities,INDIANA,866351,0,0,28,10,9,16,8,11,8,21,11,No Data,No Data,No Data,No Data,8,15,16,4,3,4,7,5,7,5,6,8,5,11,8,4
Indianola,Cities,ILLINOIS,15601,22,5,1,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0,0,DNR,DNR,DNR,0,0,0,0
Indio,Cities,CALIFORNIA,89201,23,0,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Industry,Cities,CALIFORNIA,204,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Inez,Cities,KENTUCKY,678,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ingham,Metropolitan Counties,MICHIGAN,No Data,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Ingleside,Cities,TEXAS,9769,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inglewood,Cities,CALIFORNIA,112059,25,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Inglis,Cities,FLORIDA,1301,20,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Ingram,Cities,PENNSYLVANIA,1828,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inkster,Cities,MICHIGAN,24548,15,0,13,1,0,0,0,0,0,1,3,1,0,1,0,2,0,0,1,0,2,1,0,0,0,0,0,2,1,2,1
Inlet Town,Cities,NEW YORK,322,23,0,5,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inman,Cities,KANSAS,2294,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Interlachen,Cities,FLORIDA,1361,20,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Interlaken,Cities,NEW JERSEY,806,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0
Interlaken Village,Cities,New York,627,18,1,9,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,DNR
International Falls,Cities,Minnesota,6107,7,0,21,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0
Inver Grove Heights,Cities,MINNESOTA,35049,14,4,10,0,0,0,0,0,0,0,DNR,1,DNR,DNR,DNR,1,0,0,0,2,1,2,0,0,1,0,0,1,1,3,2
Inverness,Cities,ILLINOIS,7619,25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0
Inyo,Nonmetropolitan Counties,CALIFORNIA,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iola,Cities,KANSAS,5425,22,0,6,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ione,Cities,CALIFORNIA,6860,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ionia,Cities,MICHIGAN,11370,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iosco,Nonmetropolitan Counties,MICHIGAN,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,Metropolitan Counties,WISCONSIN,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa City,Cities,IOWA,75527,25,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Iowa Falls,Cities,IOWA,5186,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa Park,Cities,TEXAS,6338,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ipswich,Cities,MASSACHUSETTS,13863,26,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iredell,Nonmetropolitan Counties,NORTH CAROLINA,No Data,23,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,1,0,0,1
Irene,Cities,SOUTH DAKOTA,410,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data
Irion,Metropolitan Counties,TEXAS,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irmo,Cities,SOUTH CAROLINA,12240,26,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iron,Nonmetropolitan Counties,MICHIGAN,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iron Mountain Lake,Cities,MISSOURI,713,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iron Ridge,Cities,WISCONSIN,899,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iron River,Cities,MICHIGAN,1128,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irondale,Cities,ALABAMA,12387,10,5,13,0,DNR,DNR,0,DNR,2,DNR,DNR,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Irondequoit Town,Cities,NEW YORK,50874,24,3,1,0,0,0,0,0,0,0,DNR,0,0,DNR,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0
Ironton,Cities,MISSOURI,10856,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ironwood,Cities,Michigan,4929,20,0,8,No Data,No Data,No Data,No Data,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iroquois,Nonmetropolitan Counties,ILLINOIS,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irvine,Cities,KENTUCKY,2404,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irving,Cities,TEXAS,240765,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irvington,Cities,KENTUCKY,54430,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irvington Village,Cities,NEW YORK,6643,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irwin,Nonmetropolitan Counties,GEORGIA,3838,22,5,1,0,0,0,0,0,DNR,DNR,DNR,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
Irwindale,Cities,CALIFORNIA,1440,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irwinton,Cities,GEORGIA,557,12,3,13,0,0,0,0,0,DNR,DNR,DNR,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0
Isabella,Nonmetropolitan Counties,MICHIGAN,No Data,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Isanti,Metropolitan Counties,Minnesota,5417,16,3,9,No Data,No Data,No Data,No Data,0,DNR,DNR,DNR,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ishpeming,Cities,MICHIGAN,6485,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Ishpeming Township,Cities,MICHIGAN,3530,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR
Island,Nonmetropolitan Counties,WASHINGTON,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Island Heights,Cities,NEW JERSEY,1664,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0
Island Lake,Cities,Illinois,8079,19,0,9,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isle,Cities,Minnesota,790,7,0,21,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0
Isle of Palms,Cities,SOUTH CAROLINA,4419,26,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isle of Wight,Metropolitan Counties,VIRGINIA,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Islesboro,Cities,Maine,567,22,0,6,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Isleton,Cities,CALIFORNIA,840,23,0,5,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Issaquah,Cities,WASHINGTON,37308,25,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,Cities,TEXAS,1904,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0
Itasca,Cities,ILLINOIS,1621,24,3,1,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0
Itawamba,Nonmetropolitan Counties,Mississippi,No Data,5,3,20,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,DNR,DNR,DNR,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Ithaca,Cities,NEW YORK,30937,19,3,6,0,0,0,DNR,0,DNR,0,0,1,1,1,0,0,1,0,DNR,0,0,0,0,0,0,0,1,0,0,0,0
Itta Bena,Cities,MISSISSIPPI,2022,8,0,20,0,0,0,0,No Data,No Data,No Data,No Data,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Iuka,Cities,MISSISSIPPI,2996,22,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,0,0,DNR,DNR,DNR,0,0,0,0,0,0,0
Iva,Cities,SOUTH CAROLINA,1288,18,1,9,0,0,0,0,0,0,0,0,0,0,0,DNR,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0
Ivey,Cities,GEORGIA,1048,3,1,24,0,0,0,DNR,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Ivins,Cities,UTAH,6883,8,0,20,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Ivyland,Cities,PENNSYLVANIA,1055,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR
Izard,Nonmetropolitan Counties,ARKANSAS,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
