agencyName,agencyType,state,recent_population,zeroCount,dnrCount,reportCount,2010q1,2010q2,2010q3,2010q4,2011q1,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4
Randleman,Cities,NORTH CAROLINA,4160,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randolph,Nonmetropolitan Counties,ALABAMA,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randolph Township,Cities,NEW JERSEY,25877,14,1,13,0,2,0,0,0,0,1,0,1,0,0,0,0,0,2,1,2,5,1,0,1,3,2,0,DNR,2,0,0
Rangeley,Cities,MAINE,1149,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rangely,Cities,COLORADO,2378,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ranger,Cities,TEXAS,2463,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rankin,Cities,ILLINOIS,2084,26,1,1,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ranlo,Cities,NORTH CAROLINA,3581,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ransom,Nonmetropolitan Counties,NORTH DAKOTA,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ransom Canyon,Cities,TEXAS,1137,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ranson,Cities,WEST VIRGINIA,5053,9,5,14,0,0,0,0,0,DNR,DNR,DNR,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,DNR,DNR,0,1,0,DNR
Rantoul,Cities,ILLINOIS,13018,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Rapid City,Cities,SOUTH DAKOTA,74573,13,0,15,1,1,1,2,0,0,0,1,0,1,3,2,1,0,0,0,2,0,1,0,2,0,0,0,0,1,1,1
Rapides,Metropolitan Counties,LOUISIANA,No Data,23,0,5,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rappahannock,Nonmetropolitan Counties,VIRGINIA,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raritan,Cities,NEW JERSEY,8268,24,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,DNR,0,0,0
Raritan Township,Cities,NEW JERSEY,22011,25,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,1,0
Rathdrum,Cities,IDAHO,7681,26,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raton,Cities,NEW MEXICO,6455,19,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Ravalli,Nonmetropolitan Counties,MONTANA,No Data,23,0,5,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravenden,Cities,ARKANSAS,446,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0
Ravenna,Cities,KENTUCKY,587,24,2,2,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravenswood,Cities,WEST VIRGINIA,3837,19,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0
Rawlins,Nonmetropolitan Counties,KANSAS,9004,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ray,Metropolitan Counties,MISSOURI,761,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ray City,Cities,GEORGIA,1046,24,3,1,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR
Rayland,Cities,Ohio,417,1,3,24,No Data,No Data,No Data,No Data,0,DNR,DNR,DNR,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Raymond,Cities,ILLINOIS,2804,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raymondville,Cities,TEXAS,11104,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raymore,Cities,MISSOURI,20600,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rayne,Cities,Louisiana,8031,11,0,17,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0
Raynham,Cities,MASSACHUSETTS,13818,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Raytown,Cities,MISSOURI,29377,19,0,9,0,1,1,0,1,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Reading,Cities,PENNSYLVANIA,1052,24,3,1,0,0,0,0,0,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reading Township,Cities,Pennsylvania,5855,12,3,13,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,DNR,DNR,0,0,0,DNR,0,0,0,DNR
Readington Township,Cities,NEW JERSEY,15893,23,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,DNR,1,0,0
Readstown,Cities,WISCONSIN,417,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reagan,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Real,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reardan,Cities,WASHINGTON,551,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Bank,Cities,TENNESSEE,11789,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Bay,Cities,ALABAMA,3338,4,0,24,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Red Bluff,Cities,CALIFORNIA,14138,21,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0
Red Boiling Springs,Cities,TENNESSEE,1146,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Bud,Cities,ILLINOIS,3564,26,1,1,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Hook Village,Cities,NEW YORK,1996,25,1,2,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0
Red Level,Cities,ALABAMA,549,4,0,24,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Red Lodge,Cities,MONTANA,2242,25,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Red Oak,Cities,IOWA,12278,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red River,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Springs,Cities,NORTH CAROLINA,3434,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Willow,Nonmetropolitan Counties,NEBRASKA,No Data,23,0,5,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Wing,Cities,MINNESOTA,16442,21,4,3,0,0,0,0,0,1,DNR,DNR,0,1,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Redding,Cities,CALIFORNIA,9317,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Redfield,Cities,ARKANSAS,1593,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Redford Township,Cities,MICHIGAN,47218,22,0,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
Redington Beaches,Cities,FLORIDA,1452,20,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Redlands,Cities,CALIFORNIA,71485,15,0,13,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,1,1,0,1,0,1,1,2,3,0
Redmond,Cities,OREGON,29164,24,0,4,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Redondo Beach,Cities,CALIFORNIA,68447,10,0,18,2,2,1,2,2,2,1,0,1,3,0,2,1,2,1,1,1,3,0,0,0,1,0,0,0,0,0,0
Redstone Township,Cities,PENNSYLVANIA,5425,23,4,1,0,0,0,0,0,0,0,DNR,0,0,0,DNR,0,0,0,0,0,0,0,0,0,DNR,DNR,0,0,0,0,0
Redwood,Nonmetropolitan Counties,MINNESOTA,No Data,23,4,1,0,0,0,0,DNR,DNR,0,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Redwood City,Cities,CALIFORNIA,87046,23,0,5,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Redwood Falls,Cities,MINNESOTA,5024,24,3,1,0,0,0,0,DNR,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reed City,Cities,MICHIGAN,2383,26,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reedley,Cities,CALIFORNIA,25828,26,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reeds Spring,Cities,MISSOURI,856,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reedsburg,Cities,WISCONSIN,9605,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reedsport,Cities,OREGON,4098,22,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,DNR,DNR,DNR,0,0,1,0,0,0,0,0,0,0,0,0
Reedsville,Cities,West Virginia,605,12,0,16,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Reese,Cities,Michigan,1398,19,0,9,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reeves,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reform,Cities,ALABAMA,1751,4,0,24,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Refugio,Cities,TEXAS,No Data,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0
Register,Cities,GEORGIA,171,19,8,1,0,DNR,DNR,DNR,0,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,DNR,0,DNR,DNR,DNR
Rehoboth,Cities,MASSACHUSETTS,12033,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rehoboth Beach,Cities,DELAWARE,1485,24,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Reidsville,Cities,GEORGIA,13991,22,0,6,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Reilly Township,Cities,PENNSYLVANIA,700,23,4,1,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,DNR,0,DNR,0,0,0,DNR
Remerton,Cities,Georgia,1127,21,2,5,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0
Reminderville,Cities,OHIO,3967,14,10,4,DNR,0,0,0,0,DNR,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,0,0,DNR,DNR,DNR,No Data,No Data,No Data,No Data
Remington,Cities,VIRGINIA,634,15,0,13,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0
Reno,Nonmetropolitan Counties,KANSAS,3302,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Renovo,Cities,Pennsylvania,1229,7,4,17,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,DNR,DNR,DNR,DNR,0,DNR
Rensselaer,Metropolitan Counties,NEW YORK,No Data,26,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rensselaer City,Cities,NEW YORK,9441,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renton,Cities,WASHINGTON,101908,11,0,17,0,0,0,0,0,0,0,0,1,2,3,3,2,4,2,5,4,5,4,4,0,2,0,2,0,4,2,2
Renville,Nonmetropolitan Counties,NORTH DAKOTA,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Repton,Cities,Alabama,270,4,0,24,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,No Data,No Data,No Data,No Data
Republic,Nonmetropolitan Counties,KANSAS,16219,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Resa Regional,Cities,PENNSYLVANIA,2521,22,5,1,0,0,0,0,0,0,0,DNR,0,0,DNR,DNR,0,0,0,DNR,0,0,0,0,0,0,0,DNR,0,0,0,DNR
Reserve Township,Cities,PENNSYLVANIA,3285,24,3,1,0,0,DNR,DNR,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Revere,Cities,MASSACHUSETTS,53514,13,0,15,2,4,2,2,2,2,1,1,1,0,0,2,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0
Rexburg,Cities,IDAHO,28112,25,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Reynolds,Cities,GEORGIA,No Data,26,1,1,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reynoldsburg,Cities,OHIO,37406,21,2,5,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,DNR,0,0,0,DNR,0,0,1,0
Reynoldsville,Cities,PENNSYLVANIA,2700,21,6,1,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0,DNR,0,0,0,DNR,DNR
Rhea,Nonmetropolitan Counties,TENNESSEE,No Data,26,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhinebeck Village,Cities,NEW YORK,2601,26,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhinelander,Cities,WISCONSIN,7477,20,3,5,0,0,0,1,2,DNR,DNR,DNR,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rhodhiss,Cities,North Carolina,1045,7,0,21,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0
Rialto,Cities,CALIFORNIA,103893,24,0,4,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Rib Lake,Cities,Wisconsin,891,15,0,13,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rice,Nonmetropolitan Counties,KANSAS,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rice Lake,Cities,WISCONSIN,8391,13,2,13,0,0,0,0,0,0,0,0,0,0,DNR,DNR,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0
Rice Township,Cities,PENNSYLVANIA,3544,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
Rich,Nonmetropolitan Counties,UTAH,No Data,24,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,0,0,0,0,DNR,0,0,0,0,0,0
Rich Creek,Cities,VIRGINIA,744,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rich Hill,Cities,MISSOURI,1325,25,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rich Square,Cities,NORTH CAROLINA,891,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richardson,Nonmetropolitan Counties,NEBRASKA,113216,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Richfield,Cities,UTAH,7597,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Richfield Township, Genesee County",Cities,MICHIGAN,8315,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Richfield Township, Roscommon County",Cities,MICHIGAN,3628,26,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richland,Metropolitan Counties,SOUTH CAROLINA,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richland Center,Cities,WISCONSIN,4980,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richland Hills,Cities,TEXAS,8159,26,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richland Township,Cities,OHIO,4004,16,4,8,0,0,0,0,0,0,0,0,0,0,DNR,0,0,DNR,DNR,DNR,No Data,No Data,No Data,No Data,0,0,0,0,No Data,No Data,No Data,No Data
"Richland Township, Bucks County",Cities,PENNSYLVANIA,13176,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
"Richland Township, Cambria County",Cities,PENNSYLVANIA,12140,25,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
"Richland Township, Saginaw County",Cities,MICHIGAN,3961,19,3,6,0,0,0,0,0,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,1,0,No Data,No Data,No Data,No Data,0,0,0,0
Richlands,Cities,NORTH CAROLINA,5443,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richmond,Cities,CALIFORNIA,12248,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richmond Heights,Cities,MISSOURI,8466,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richmond Hill,Cities,GEORGIA,12520,26,1,1,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR
Richton Park,Cities,ILLINOIS,13702,25,2,1,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richwood,Cities,TEXAS,3895,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ridge Farm,Cities,ILLINOIS,847,24,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0
Ridge Spring,Cities,South Carolina,748,17,2,9,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,DNR,0,0,0,DNR,0,0,0,0,0,0,0,0
Ridgecrest,Cities,CALIFORNIA,29003,24,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ridgefield,Cities,NEW JERSEY,6852,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ridgefield Park,Cities,NEW JERSEY,13107,24,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Ridgeland,Cities,SOUTH CAROLINA,3991,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ridgeley,Cities,West Virginia,637,6,1,21,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,DNR,0,0,0
Ridgely,Cities,MARYLAND,1690,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ridgetop,Cities,TENNESSEE,2021,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ridgewood,Cities,NEW JERSEY,25617,21,0,7,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Ridgway,Cities,PENNSYLVANIA,3863,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,DNR
Ridley Park,Cities,PENNSYLVANIA,7041,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
Ridley Township,Cities,PENNSYLVANIA,31110,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
Riesel,Cities,TEXAS,1021,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rifle,Cities,Colorado,9613,14,0,14,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rigby,Cities,IDAHO,4040,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riley County Police Department,Metropolitan Counties,KANSAS,No Data,19,0,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,2,1,1,0
Rincon,Cities,GEORGIA,9824,18,6,4,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,DNR,DNR,DNR,0,0,DNR,DNR,No Data,No Data,No Data,No Data
Rindge,Cities,NEW HAMPSHIRE,5822,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ringgold,Cities,GEORGIA,3652,24,3,1,0,0,0,DNR,0,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ringling,Cities,OKLAHOMA,996,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ringtown,Cities,PENNSYLVANIA,791,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
Ringwood,Cities,NEW JERSEY,12427,23,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0
Rio,Cities,Wisconsin,1041,3,0,25,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0
