agencyName,agencyType,state,2016_population,2015_population,2014_population,2013_population,2012_population,2011_population,2010_population,recent_population,zeroCount,dnrCount,reportCount,2010q1,2010q2,2010q3,2010q4,2011q1,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4
Altamont,Cities,ILLINOIS,1041,1042,1042,1066,1081,1087,1054,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Altamont Village,Cities,NEW YORK,1721,1727,1723,1720,1725,1728,1676,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Altamonte Springs,Cities,FLORIDA,No Data,No Data,42301,42040,42296,42062,39774,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Altavista,Cities,VIRGINIA,3478,3462,3499,3486,3500,3491,3340,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Altha,Cities,FLORIDA,No Data,No Data,538,536,548,543,514,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Alto,Cities,GEORGIA,No Data,No Data,1163,1159,1185,1187,1157,,,,,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,0,DNR,DNR,0,0,DNR,DNR,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Alton,Cities,ILLINOIS,16137,15895,15311,14756,14178,12601,12349,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Altoona,Cities,IOWA,7446,7267,7141,7018,6806,6735,6658,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alturas,Cities,CALIFORNIA,2549,2566,2615,2681,2802,2860,2733,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Altus,Cities,OKLAHOMA,19093,19456,19531,19634,19936,20025,18983,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alva,Cities,OKLAHOMA,5227,5232,5052,4901,4914,4998,4822,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alvarado,Cities,TEXAS,4058,3937,3821,3813,3888,3865,4379,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alvin,Cities,TEXAS,26100,25842,25252,25110,25145,24746,23399,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0
Amador,Nonmetropolitan Counties,CALIFORNIA,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0
Amarillo,Cities,TEXAS,200141,198770,197724,196577,196576,194708,190393,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amberley Village,Cities,OHIO,No Data,3602,3600,3585,No Data,3588,3563,,,,,0,0,0,0,0,DNR,DNR,DNR,No Data,No Data,No Data,No Data,0,0,DNR,0,0,0,0,0,0,DNR,DNR,DNR,No Data,No Data,No Data,No Data
Ambler,Cities,PENNSYLVANIA,6517,6522,6515,6514,6465,6437,6228,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
Amboy,Cities,ILLINOIS,2330,2356,2369,2392,2459,2508,2523,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ambridge,Cities,PENNSYLVANIA,6822,6858,6931,6963,7051,7072,6948,,,,,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amelia,Metropolitan Counties,VIRGINIA,4957,No Data,No Data, Nan,No Data,No Data,3644,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Canyon,Cities,CALIFORNIA,No Data,No Data,No Data,20068,19873,19683,17507,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
American Canyon ,Cities,California,20746,20687,20379,No Data,No Data,No Data,No Data,,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0
American Falls,Cities,IDAHO,4291,4275,4351,4404,4458,4506,4075,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Fork/Cedar Hills,Cities,UTAH,39028,38945,38412,37544,37549,36755,38741,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Township,Cities,OHIO,12254,12300,12351,12318,12444,12486,12206,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americus,Cities,GEORGIA,882,876,16200,16190,16988,17265,877,,,,,DNR,DNR,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,DNR,0,0,0,0,0,DNR,DNR,DNR
Amery,Cities,WISCONSIN,2816,2840,2844,2859,2898,2915,2744,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ames,Cities,IOWA,66333,64383,62514,61193,59271,59274,57817,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Amesbury,Cities,MASSACHUSETTS,17563,16922,16783,16655,16557,16382,16549,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Amherst,Cities,MASSACHUSETTS,No Data,No Data,2216,2223,2242,No Data,No Data,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amherst Town,Cities,NEW YORK,120436,120207,118860,118296,117591,117610,109138,,,,,0,2,0,0,0,0,0,0,1,2,1,0,0,0,1,2,0,0,0,0,0,0,2,0,0,2,0,0
Amite,Cities,LOUISIANA,No Data,No Data,No Data,No Data,No Data,4179,4386,,,,,0,0,DNR,0,0,DNR,0,DNR,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Amity,Cities,OREGON,1646,1635,1598,1624,1641,1631,1431,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amity Town and Belmont Village,Cities,NEW YORK,2210,2226,2250,2242,2311,2318,2187,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amity Township,Cities,PENNSYLVANIA,12884,12831,12821,12744,12625,12623,12299,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
Amityville Village,Cities,NEW YORK,9477,9520,9509,9519,9608,9566,9962,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amory,Cities,MISSISSIPPI,No Data,No Data,No Data,7167,7261,7344,7123,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Amsterdam,Cities,NEW YORK,17891,18012,18099,18182,18607,18704,525,,,,,0,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anacortes,Cities,WASHINGTON,16532,16351,16119,15980,16097,16026,17132,,,,,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Anadarko,Cities,OKLAHOMA,6702,6706,6808,6843,6788,6834,6422,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Anaheim,Cities,CALIFORNIA,353504,349471,346956,345320,344526,340218,338492,,,,,1,0,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Anamosa,Cities,IOWA,5454,5395,5544,5653,5547,5562,5825,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anchorage,Cities,ALASKA,2434,2422,2415,2391,2372,2364,3414,,,,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Andale,Cities,KANSAS,1004,993,974,974,938,934,929,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,DNR,0,0,0,0,0,0,0,0
Andalusia,Cities,ALABAMA,No Data,No Data,No Data,No Data,No Data,No Data,8946,,,,,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Anderson,Cities,SOUTH CAROLINA,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andover,Cities,KANSAS,35558,12685,34882,34529,11839,1146,1206,,,,,DNR,DNR,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
Andover Township,Cities,NEW JERSEY,5979,6107,6164,6273,6321,6340,6623,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0
Andover Village,Cities,New York,1001,1011,No Data,No Data,No Data,1047,No Data,,,,,No Data,No Data,No Data,No Data,DNR,DNR,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,DNR,0
Andrew,Metropolitan Counties,MISSOURI,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,Cities,SOUTH CAROLINA,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Androscoggin,Metropolitan Counties,MAINE,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angel Fire,Cities,NEW MEXICO,No Data,No Data,No Data,No Data,1206,1230,976,,,,,0,DNR,DNR,0,0,DNR,DNR,DNR,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Angelica Village,Cities,NEW YORK,832,839,846,849,No Data,No Data,828,,,,,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angelina,Nonmetropolitan Counties,TEXAS,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0
Angels Camp,Cities,California,3755,No Data,No Data,No Data,No Data,No Data,No Data,,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0
Angier,Cities,NORTH CAROLINA,5097,4957,4806,4635,4572,4405,4555,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angleton,Cities,TEXAS,19546,19629,19020,19016,19569,19259,19138,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,Cities,Indiana,No Data,No Data,8661,No Data,No Data,No Data,No Data,,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Ankeny,Cities,IOWA,59236,55984,53099,50194,46482,45821,44995,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ann Arbor,Cities,MICHIGAN,117688,118730,117768,116799,115008,113848,111745,,,,,0,1,3,0,2,0,2,0,1,5,3,1,0,3,0,0,2,3,1,1,3,1,3,1,0,0,0,1
Anna,Cities,TEXAS,12233,11235,9851,8634,8724,8423,1999,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annandale,Cities,Minnesota,3317,3309,3302,3317,3292,3253,No Data,,,,,No Data,No Data,No Data,No Data,DNR,DNR,DNR,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annapolis,Cities,MARYLAND,343,347,345,349,39255,38758,37180,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,0,0,0,0,0
Annawan,Cities,Illinois,854,857,No Data,No Data,No Data,No Data,No Data,,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0
Anne Arundel,Metropolitan Counties,MARYLAND,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anne Arundel County Police Department,Metropolitan Counties,MARYLAND,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,10
Anniston,Cities,ALABAMA,No Data,No Data,No Data,No Data,No Data,No Data,23703,,,,,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Annville Township,Cities,PENNSYLVANIA,4835,4882,4852,4852,4794,4782,4808,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
Anoka,Cities,Minnesota,17389,17306,17295,17270,No Data,17274,No Data,,,,,No Data,No Data,No Data,No Data,DNR,DNR,DNR,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anson,Metropolitan Counties,NORTH CAROLINA,2315,2298,2325,2332,"2,458",2481,2194,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ansonia,Cities,CONNECTICUT,18776,18887,18964,19128,19271,19285,18743,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ansted,Cities,West Virginia,No Data,No Data,No Data,No Data,1393,1406,No Data,,,,,No Data,No Data,No Data,No Data,0,0,0,DNR,0,DNR,DNR,DNR,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Antelope,Nonmetropolitan Counties,Nebraska,No Data,No Data,No Data,No Data,No Data,No Data,No Data,,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Cities,KANSAS,5618,5524,5365,5201,5166,2283,4550,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antigo,Cities,WISCONSIN,7801,7849,7952,7988,8177,8270,7846,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antioch,Cities,CALIFORNIA,14302,14398,14398,14393,14495,14473,14266,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antlers,Cities,OKLAHOMA,2336,2322,2356,2335,2443,2479,2547,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antrim,Nonmetropolitan Counties,MICHIGAN,2662,No Data,2640,2631,"2,649",2640,2630,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apache,Cities,OKLAHOMA,1426,No Data,1440,1447,1454,1459,No Data,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apache Junction,Cities,ARIZONA,38506,38519,37274,36626,36986,36347,33225,,,,,1,2,2,0,0,1,0,1,0,0,1,0,1,0,0,DNR,0,0,0,1,1,1,0,0,1,0,1,0
Apalachicola,Cities,FLORIDA,No Data,No Data,2266,2269,2273,2261,2192,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Apex,Cities,NORTH CAROLINA,47324,45593,43411,41356,39085,37951,35709,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1
Apollo,Cities,PENNSYLVANIA,1577,1598,1612,1616,1640,1652,1598,,,,,0,0,0,0,0,0,DNR,DNR,0,DNR,DNR,DNR,0,0,0,DNR,0,0,0,0,0,0,DNR,DNR,0,0,0,0
Apopka,Cities,FLORIDA,No Data,No Data,46572,45397,43046,42108,40095,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Appalachia,Cities,VIRGINIA,1655,1668,1720,1728,1778,1775,1719,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Appanoose,Nonmetropolitan Counties,IOWA,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apple Creek,Cities,Ohio,1186,1182,1181,1173,No Data,No Data,No Data,,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,DNR,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0
Apple Valley,Cities,CALIFORNIA,51648,50832,50472,50262,49827,49463,71834,,,,,0,2,0,0,0,DNR,DNR,0,0,0,0,DNR,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Appleton,Cities,WISCONSIN,1328,1344,1360,1368,73431,1423,70975,,,,,0,0,1,0,DNR,DNR,DNR,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Appleton City,Cities,MISSOURI,1085,1085,1089,1081,1111,1131,1246,,,,,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,DNR,DNR,0,0,0,DNR,DNR
Appling,Nonmetropolitan Counties,Georgia,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,No Data,No Data,No Data,No Data,0,0,0,DNR,0,0,0,DNR,0,DNR,DNR,DNR,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,DNR
Appomattox,Metropolitan Counties,VIRGINIA,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Aquinnah,Cities,MASSACHUSETTS,331,326,325,321,319,313,370,,,,,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,0,0,DNR,0,0,0,0,0,0,0,0
Arab,Cities,ALABAMA,No Data,No Data,No Data,No Data,No Data,No Data,8438,,,,,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Aragon,Cities,GEORGIA,1241,1227,No Data,No Data,1257,1265,1051,,,,,0,0,0,0,0,0,0,0,0,0,0,DNR,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,DNR,0,0,DNR,DNR
Aransas,Metropolitan Counties,TEXAS,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aransas Pass,Cities,TEXAS,8603,8534,8367,8316,8325,8377,8787,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arapahoe,Metropolitan Counties,COLORADO,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,1,3,2,0,3,5,1,0,2,0,4,0,6,0,2,0,0,0,0,0,1,1,3,4,0,3,1,1
Arbyrd,Cities,MISSOURI,482,490,502,504,510,511,473,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,DNR,DNR,DNR,0,0,0,0,0,0,0,0
Arcade,Cities,GEORGIA,1801,1780,1755,1752,1829,1810,1908,,,,,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arcade Village,Cities,NEW YORK,1971,1989,2030,2053,2071,2080,1836,,,,,0,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arcadia,Cities,CALIFORNIA,3004,2951,2982,2950,2952,2938,2325,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arcanum,Cities,OHIO,No Data,No Data,2094,2098,2123,2131,1938,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Arcata,Cities,CALIFORNIA,17913,17789,17748,17805,17408,17434,17172,,,,,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
Archbald,Cities,PENNSYLVANIA,6951,7093,7103,7111,6986,7006,6584,,,,,0,0,0,0,0,0,0,DNR,0,0,0,DNR,0,0,0,DNR,DNR,DNR,0,0,0,0,DNR,0,0,0,0,0
Archbold,Cities,OHIO,4342,No Data,No Data,No Data,No Data,4349,4430,,,,,0,0,0,0,0,DNR,DNR,DNR,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0
Archdale,Cities,NORTH CAROLINA,11593,11569,11588,11524,11580,11560,9344,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archer,Metropolitan Counties,TEXAS,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archer City,Cities,TEXAS,1737,No Data,No Data,No Data,1819,1873,1778,,,,,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0
Archie,Cities,MISSOURI,1205,1180,1188,1187,1178,1174,1036,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archuleta,Nonmetropolitan Counties,COLORADO,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arcola,Cities,ILLINOIS,1679,1672,1637,1663,1724,1677,1252,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arden Hills,Cities,Minnesota,No Data,9956,9764,9813,No Data,9626,No Data,,,,,No Data,No Data,No Data,No Data,0,DNR,DNR,0,No Data,No Data,No Data,No Data,0,0,DNR,DNR,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data
Ardmore,Cities,ALABAMA,1213,1212,1203,1206,1219,1224,1177,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ardsley Village,Cities,NEW YORK,4674,4579,4561,4523,4508,4472,4855,,,,,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arenac,Nonmetropolitan Counties,MICHIGAN,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentine Township,Cities,Michigan,6591,6635,6695,6755,6857,6908,No Data,,,,,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argo,Cities,ALABAMA,No Data,No Data,No Data,No Data,No Data,No Data,2005,,,,,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Argonia,Cities,KANSAS,485,488,495,496,No Data,504,465,,,,,0,0,0,0,0,0,DNR,DNR,No Data,No Data,No Data,No Data,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argyle,Cities,TEXAS,4047,3845,3644,3554,3454,3351,3753,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ariton,Cities,ALABAMA,No Data,No Data,No Data,No Data,No Data,No Data,750,,,,,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Arkadelphia,Cities,ARKANSAS,10755,10637,10721,10829,10698,10795,11213,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,Nonmetropolitan Counties,ARKANSAS,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
