state,agencyType,agencyName,quarter01,quarter02,quarter03,quarter04,population,year
Arizona,Cities,Buckeye,0,3,1,0,51596,2011
Arizona,Cities,Camp Verde,0,0,1,0,11027,2011
Arizona,Cities,Chandler,1,0,0,0,239466,2011
Arizona,Cities,Coolidge,0,1,0,0,11992,2011
Arizona,Cities,Gilbert,2,0,0,0,211404,2011
Arizona,Cities,Glendale,4,0,2,3,229931,2011
Arizona,Cities,Maricopa,0,0,0,2,44098,2011
Arizona,Cities,Mesa,2,3,1,2,445256,2011
Arizona,Cities,Phoenix,27,33,35,28,1466097,2011
Arizona,Cities,Prescott Valley,1,DNR,0,0,39372,2011
Arizona,Cities,Scottsdale,0,1,2,2,220462,2011
Arizona,Cities,Somerton,1,0,0,0,14489,2011
Arizona,Cities,Surprise,1,0,0,0,119181,2011
Arizona,Cities,Tempe,0,2,0,1,164008,2011
Arizona,Cities,Wickenburg,0,0,1,0,6453,2011
Arizona,Cities,Yuma,1,1,0,1,94381,2011
Arkansas,Cities,Benton,0,0,0,1,30913,2011
Arkansas,Cities,Conway,0,1,0,0,59354,2011
Arkansas,Cities,Newport,0,1,0,0,7939,2011
Arkansas,Cities,Paragould,0,0,1,0,26311,2011
Arkansas,Cities,Russellville,0,0,1,0,28131,2011
Arkansas,Cities,Siloam Springs,1,0,0,0,15153,2011
Arkansas,Cities,Texarkana,0,1,0,0,30145,2011
California,Cities,Alhambra,0,0,1,0,84066,2011
California,Cities,Aliso Viejo,1,0,0,0,48385,2011
California,Cities,Anaheim,2,0,2,1,340218,2011
California,Cities,Anderson,0,0,1,0,10049,2011
California,Cities,Antioch3,2,0,4,1,103575,2011
California,Cities,Arroyo Grande,1,0,0,0,17455,2011
California,Cities,Artesia,0,0,1,0,16716,2011
California,Cities,Arvin,0,1,0,0,19531,2011
California,Cities,Atherton,0,1,0,0,6995,2011
California,Cities,Azusa,2,1,0,1,46906,2011
California,Cities,Bakersfield,2,0,1,2,351568,2011
California,Cities,Baldwin Park,2,0,2,0,76276,2011
California,Cities,Banning,1,0,0,0,29951,2011
California,Cities,Barstow,0,0,2,0,22905,2011
California,Cities,Beaumont,3,2,0,0,37311,2011
California,Cities,Bellflower,0,0,1,0,77517,2011
California,Cities,Berkeley,2,1,1,0,113903,2011
California,Cities,Beverly Hills,0,2,2,1,34510,2011
California,Cities,Big Bear Lake,0,0,1,0,5078,2011
California,Cities,Blythe,0,0,1,0,21062,2011
California,Cities,Brentwood,0,1,1,1,52086,2011
California,Cities,Burbank,1,3,1,0,104555,2011
California,Cities,Calabasas,0,1,0,0,23329,2011
California,Cities,Camarillo,0,1,1,0,65968,2011
California,Cities,Campbell,1,0,0,0,39812,2011
California,Cities,Carson,0,5,0,0,92792,2011
California,Cities,Cathedral City,0,2,1,0,51802,2011
California,Cities,Cerritos,0,0,0,1,49618,2011
California,Cities,Chico,1,2,2,0,87200,2011
California,Cities,Chino,1,0,0,0,78900,2011
California,Cities,Chula Vista,1,2,1,2,246783,2011
California,Cities,Citrus Heights,0,0,1,0,84280,2011
California,Cities,Claremont,0,1,0,2,35337,2011
California,Cities,Clearlake,0,0,1,0,15429,2011
California,Cities,Clovis,0,2,1,0,96755,2011
California,Cities,Coachella,0,1,1,0,41183,2011
California,Cities,Concord,1,2,4,3,123502,2011
California,Cities,Corona,1,0,0,0,154165,2011
California,Cities,Costa Mesa,1,1,0,0,111253,2011
California,Cities,Cotati,0,1,0,0,7350,2011
California,Cities,Covina,1,0,0,0,48358,2011
California,Cities,Cupertino,1,0,0,1,58987,2011
California,Cities,Cypress,1,2,0,1,48364,2011
California,Cities,Daly City,1,2,1,0,102312,2011
California,Cities,Dana Point,0,0,2,0,33743,2011
California,Cities,Davis,5,1,1,3,66393,2011
California,Cities,Delano,0,0,0,1,53665,2011
California,Cities,Diamond Bar,1,0,0,0,56197,2011
California,Cities,Downey,0,0,2,0,113086,2011
California,Cities,Dublin,1,0,0,0,46577,2011
California,Cities,East Palo Alto,1,0,0,0,28486,2011
California,Cities,El Cerrito,1,0,1,0,23826,2011
California,Cities,Elk Grove,2,1,0,1,154814,2011
California,Cities,El Monte,1,3,2,0,114809,2011
California,Cities,Encinitas,0,1,0,1,60218,2011
California,Cities,Escalon,1,0,0,1,7216,2011
California,Cities,Escondido,2,2,1,0,145603,2011
California,Cities,Eureka,0,0,1,3,27511,2011
California,Cities,Fairfield,1,0,0,0,106559,2011
California,Cities,Farmersville,0,0,0,1,10712,2011
California,Cities,Fort Bragg,1,0,0,0,7359,2011
California,Cities,Fountain Valley,0,0,3,0,55963,2011
California,Cities,Fremont,0,1,0,0,216606,2011
California,Cities,Fresno,0,2,0,0,500480,2011
California,Cities,Fullerton,0,0,1,0,136750,2011
California,Cities,Galt,1,0,0,0,23925,2011
California,Cities,Garden Grove,1,3,0,DNR,172892,2011
California,Cities,Glendale,1,0,1,3,193973,2011
California,Cities,Grass Valley,0,1,0,0,13011,2011
California,Cities,Greenfield,1,0,0,0,16522,2011
California,Cities,Hawaiian Gardens,1,0,1,1,14422,2011
California,Cities,Hawthorne,0,0,1,1,85284,2011
California,Cities,Hayward,1,0,0,0,145881,2011
California,Cities,Healdsburg,0,0,1,0,11386,2011
California,Cities,Hemet,1,1,0,0,79582,2011
California,Cities,Hercules,0,0,1,0,24343,2011
California,Cities,Highland,0,0,1,0,53728,2011
California,Cities,Huntington Beach,3,5,1,3,192226,2011
California,Cities,Imperial Beach,1,0,0,0,26633,2011
California,Cities,Irvine,5,1,1,0,214872,2011
California,Cities,La Canada Flintridge,0,1,0,0,20484,2011
California,Cities,Laguna Beach,0,0,1,0,22990,2011
California,Cities,La Habra,0,0,1,1,60947,2011
California,Cities,Lake Elsinore,0,0,0,1,52430,2011
California,Cities,Lakewood,0,1,0,0,80989,2011
California,Cities,La Mesa,0,2,1,0,57736,2011
California,Cities,La Mirada,0,1,0,0,49097,2011
California,Cities,Lancaster,1,3,1,3,158474,2011
California,Cities,La Puente,0,0,0,1,40284,2011
California,Cities,La Quinta,0,0,0,1,37907,2011
California,Cities,La Verne,0,1,0,0,31428,2011
California,Cities,Lemon Grove,0,0,1,0,25618,2011
California,Cities,Lemoore,0,0,1,0,24819,2011
California,Cities,Livermore,2,0,0,0,81920,2011
California,Cities,Lodi,0,0,2,1,62864,2011
California,Cities,Long Beach,3,0,2,1,467691,2011
California,Cities,Los Angeles3,34,53,46,37,3837207,2011
California,Cities,Los Gatos,0,0,1,0,29759,2011
California,Cities,Lynwood,0,0,1,0,70592,2011
California,Cities,Malibu,0,1,0,0,12794,2011
California,Cities,Manhattan Beach,0,0,2,0,35548,2011
California,Cities,Marysville,2,0,0,0,12214,2011
California,Cities,Menlo Park,1,0,0,0,32402,2011
California,Cities,Millbrae,0,0,1,1,21785,2011
California,Cities,Milpitas,0,1,0,0,67575,2011
California,Cities,Mission Viejo,0,0,2,2,94402,2011
California,Cities,Modesto,1,1,1,1,203530,2011
California,Cities,Montclair,0,1,0,0,37095,2011
California,Cities,Monterey,0,1,2,0,28137,2011
California,Cities,Moreno Valley,0,1,0,1,195638,2011
California,Cities,Mountain View,1,0,0,0,74937,2011
California,Cities,Murrieta,3,1,0,1,104682,2011
California,Cities,Napa,0,0,0,2,77819,2011
California,Cities,Newark,2,1,1,0,43073,2011
California,Cities,Newport Beach,0,3,2,0,86187,2011
California,Cities,Norco,0,1,0,0,27381,2011
California,Cities,Norwalk,2,0,2,0,106790,2011
California,Cities,Novato,0,3,0,0,52514,2011
California,Cities,Oakland,2,2,4,1,395317,2011
California,Cities,Oceanside,1,3,0,1,169050,2011
California,Cities,Ojai,0,1,0,0,7549,2011
California,Cities,Ontario,0,1,0,1,165851,2011
California,Cities,Orange,0,0,1,1,138020,2011
California,Cities,Oxnard,2,1,1,0,200225,2011
California,Cities,Pacifica,1,1,0,0,37672,2011
California,Cities,Palmdale,2,5,5,0,154546,2011
California,Cities,Palm Desert,0,0,0,1,49015,2011
California,Cities,Palm Springs,4,2,0,4,45076,2011
California,Cities,Palo Alto,2,2,0,0,65160,2011
California,Cities,Paramount,0,0,1,0,54734,2011
California,Cities,Parlier,0,1,0,0,14664,2011
California,Cities,Patterson,0,0,0,1,20653,2011
California,Cities,Perris,0,0,1,0,69190,2011
California,Cities,Petaluma,0,1,0,0,58622,2011
California,Cities,Pico Rivera,0,0,1,0,63682,2011
California,Cities,Pinole,0,DNR,1,0,18606,2011
California,Cities,Pittsburg,0,0,1,0,64008,2011
California,Cities,Poway,0,1,0,2,48373,2011
California,Cities,Rancho Cordova,0,1,0,0,65538,2011
California,Cities,Rancho Palos Verdes,1,0,0,0,42133,2011
California,Cities,Redding,1,1,0,0,90917,2011
California,Cities,Redondo Beach,2,2,1,0,67533,2011
California,Cities,Rialto,2,0,0,1,100337,2011
California,Cities,Richmond,0,1,0,1,104920,2011
California,Cities,Riverside,5,4,10,6,307443,2011
California,Cities,Rohnert Park,1,1,0,0,41453,2011
California,Cities,Rolling Hills Estates,1,0,0,0,8162,2011
California,Cities,Sacramento,6,4,4,3,471972,2011
California,Cities,Salinas,0,1,0,1,152210,2011
California,Cities,San Bernardino,0,0,0,2,212392,2011
California,Cities,San Bruno,0,0,1,0,41597,2011
California,Cities,San Clemente,0,0,1,0,64269,2011
California,Cities,San Diego,14,10,10,8,1316919,2011
California,Cities,San Dimas,0,1,0,0,33763,2011
California,Cities,San Francisco,9,14,14,9,814701,2011
California,Cities,San Gabriel,0,1,0,0,40185,2011
California,Cities,Sanger,0,0,1,0,24555,2011
California,Cities,San Jose,11,11,6,4,957062,2011
California,Cities,San Leandro,0,0,1,0,85949,2011
California,Cities,San Luis Obispo,2,1,0,0,45649,2011
California,Cities,San Marcos,1,0,2,0,84766,2011
California,Cities,San Mateo,0,0,1,1,98350,2011
California,Cities,San Pablo,0,0,0,1,29482,2011
California,Cities,San Rafael,2,1,0,0,58391,2011
California,Cities,Santa Ana3,4,4,1,3,328343,2011
California,Cities,Santa Barbara,1,0,2,0,89449,2011
California,Cities,Santa Clarita,4,1,1,2,178393,2011
California,Cities,Santa Cruz,2,3,6,4,60651,2011
California,Cities,Santa Monica,0,2,1,2,90791,2011
California,Cities,Santa Rosa,0,0,0,1,169788,2011
California,Cities,Santee,2,0,0,4,54041,2011
California,Cities,Saratoga,0,0,0,1,30278,2011
California,Cities,Scotts Valley,0,0,1,1,11716,2011
California,Cities,Selma,0,1,0,0,23492,2011
California,Cities,Simi Valley,1,0,1,1,125698,2011
California,Cities,Soledad,1,0,0,0,26041,2011
California,Cities,Sonora,1,0,0,1,4961,2011
California,Cities,South Gate,0,1,1,0,95506,2011
California,Cities,South Lake Tahoe,1,0,0,0,21655,2011
California,Cities,South San Francisco,0,0,0,1,64380,2011
California,Cities,Stanton,1,0,0,0,38635,2011
California,Cities,Stockton,1,0,2,0,295136,2011
California,Cities,Sunnyvale,0,0,0,1,141728,2011
California,Cities,Susanville,0,0,0,1,18158,2011
California,Cities,Tehachapi,1,0,1,0,14583,2011
California,Cities,Temple City,0,1,0,0,35976,2011
California,Cities,Thousand Oaks,2,0,3,1,128172,2011
California,Cities,Torrance,1,0,0,0,147148,2011
California,Cities,Tracy,1,0,1,0,83897,2011
California,Cities,Turlock,0,1,0,0,69355,2011
California,Cities,Tustin,0,2,0,0,76428,2011
California,Cities,Union City,0,0,3,0,70333,2011
California,Cities,Upland,1,0,1,0,74599,2011
California,Cities,Vallejo,1,1,0,0,117305,2011
California,Cities,Ventura,1,0,1,0,107684,2011
California,Cities,Victorville,1,1,1,0,117266,2011
California,Cities,Visalia,0,1,DNR,0,125905,2011
California,Cities,Vista,2,2,2,0,94937,2011
California,Cities,Walnut Creek,3,6,2,4,64927,2011
California,Cities,Watsonville,0,1,0,0,51801,2011
California,Cities,West Covina,1,3,0,0,107345,2011
California,Cities,West Hollywood,5,1,2,3,34803,2011
California,Cities,Westlake Village,0,0,0,1,8367,2011
California,Cities,Westminster,1,DNR,5,1,90756,2011
California,Cities,Whittier,0,0,1,0,86334,2011
California,Cities,Woodland,0,0,1,0,56120,2011
California,Cities,Yorba Linda,0,0,0,1,64989,2011
Colorado,Cities,Alamosa,0,0,2,0,8933,2011
Colorado,Cities,Aspen3,0,2,0,1,6774,2011
Colorado,Cities,Aurora,1,0,2,1,330740,2011
Colorado,Cities,Basalt,0,0,1,0,3924,2011
Colorado,Cities,Boulder,0,1,1,0,99081,2011
Colorado,Cities,Breckenridge,1,0,0,1,4619,2011
Colorado,Cities,Broomfield,1,0,0,0,56862,2011
Colorado,Cities,Buena Vista,0,0,1,0,2663,2011
Colorado,Cities,Canon City,0,0,1,0,16686,2011
Colorado,Cities,Centennial,2,1,4,0,102125,2011
Colorado,Cities,Colorado Springs,4,4,1,1,423680,2011
Colorado,Cities,Craig,0,1,1,0,9629,2011
Colorado,Cities,Denver,3,8,13,1,610612,2011
Colorado,Cities,Durango,0,4,4,1,17181,2011
Colorado,Cities,Englewood,0,1,0,1,30782,2011
Colorado,Cities,Estes Park,0,1,0,0,5960,2011
Colorado,Cities,Fort Collins,0,2,1,3,146494,2011
Colorado,Cities,Fort Lupton,0,0,1,0,7505,2011
Colorado,Cities,Fort Morgan,0,1,0,0,11512,2011
Colorado,Cities,Frisco,1,0,0,0,2730,2011
Colorado,Cities,Glenwood Springs,0,0,1,0,9781,2011
Colorado,Cities,Golden,0,1,0,0,19196,2011
Colorado,Cities,Grand Junction,2,0,1,1,59586,2011
Colorado,Cities,Greeley,2,4,4,0,94507,2011
Colorado,Cities,Lafayette,DNR,DNR,1,DNR,24879,2011
Colorado,Cities,La Junta,0,1,0,0,7200,2011
Colorado,Cities,Lakewood,0,0,3,0,145470,2011
Colorado,Cities,Littleton,0,8,0,1,42464,2011
Colorado,Cities,Lone Tree,5,2,1,0,10396,2011
Colorado,Cities,Longmont,0,2,1,0,87773,2011
Colorado,Cities,Loveland,DNR,1,DNR,DNR,68024,2011
Colorado,Cities,Mancos,1,0,0,0,1359,2011
Colorado,Cities,Montrose,0,0,1,0,19465,2011
Colorado,Cities,Monument,2,0,0,0,5626,2011
Colorado,Cities,Northglenn,0,0,1,0,36412,2011
Colorado,Cities,Palmer Lake,0,0,0,1,2462,2011
Colorado,Cities,Parachute,0,0,1,0,1104,2011
Colorado,Cities,Parker,1,0,0,0,46086,2011
Colorado,Cities,Pueblo,2,2,4,0,108452,2011
Colorado,Cities,Steamboat Springs,1,1,0,5,12299,2011
Colorado,Cities,Sterling,0,0,0,1,15034,2011
Colorado,Cities,Thornton,0,1,0,1,120841,2011
Colorado,Cities,Wheat Ridge,0,0,1,0,30691,2011
Connecticut,Cities,Bloomfield,2,0,0,0,20524,2011
Connecticut,Cities,Bridgeport,2,1,1,2,144496,2011
Connecticut,Cities,Bristol,0,1,0,0,60589,2011
Connecticut,Cities,Clinton,0,2,1,0,13285,2011
Connecticut,Cities,Cromwell,1,0,0,1,14031,2011
Connecticut,Cities,Danbury,3,0,0,0,81043,2011
Connecticut,Cities,Darien,0,0,0,1,20770,2011
Connecticut,Cities,East Hampton,0,0,0,1,12983,2011
Connecticut,Cities,Enfield,0,0,1,0,44737,2011
Connecticut,Cities,Fairfield,0,0,0,1,59514,2011
Connecticut,Cities,Glastonbury,1,0,0,0,34491,2011
Connecticut,Cities,Groton Town,1,1,1,4,29262,2011
Connecticut,Cities,Guilford,0,0,0,1,22416,2011
Connecticut,Cities,Hartford,2,1,2,0,125006,2011
Connecticut,Cities,Madison,0,0,1,0,18303,2011
Connecticut,Cities,Manchester,7,7,8,6,58349,2011
Connecticut,Cities,Middletown,0,2,0,1,47736,2011
Connecticut,Cities,Milford,2,0,0,1,52857,2011
Connecticut,Cities,Naugatuck,0,0,2,2,31921,2011
Connecticut,Cities,New Britain,0,0,0,1,73341,2011
Connecticut,Cities,New Canaan,0,1,0,0,19775,2011
Connecticut,Cities,New Haven,1,4,1,1,130019,2011
Connecticut,Cities,Newington,0,1,4,2,30619,2011
Connecticut,Cities,New London,2,2,1,3,27671,2011
Connecticut,Cities,Norwalk,0,1,2,0,85761,2011
Connecticut,Cities,Norwich,0,2,2,0,40568,2011
Connecticut,Cities,Seymour,0,0,0,1,16571,2011
Connecticut,Cities,Shelton,0,0,0,1,39632,2011
Connecticut,Cities,Southington,1,1,0,0,43149,2011
Connecticut,Cities,Stratford,1,0,0,1,51479,2011
Connecticut,Cities,Torrington,0,0,1,0,36450,2011
Connecticut,Cities,Wallingford,0,0,2,0,45218,2011
Connecticut,Cities,Waterbury,2,2,0,0,110570,2011
Connecticut,Cities,West Hartford,0,0,1,1,63385,2011
Connecticut,Cities,Weston,0,1,0,0,10198,2011
Connecticut,Cities,Westport,2,0,0,1,26440,2011
Connecticut,Cities,Winchester,0,0,0,1,11263,2011
Connecticut,Cities,Windsor Locks,0,0,0,1,12521,2011
Delaware,Cities,Camden,1,0,0,0,3499,2011
Delaware,Cities,Dover,0,1,0,1,36416,2011
Delaware,Cities,Newark,0,0,0,1,31776,2011
Delaware,Cities,Wilmington,0,2,1,0,71577,2011
District of Columbia,Cities,Washington,16,19,18,26,617996,2011
Florida,Cities,Boca Raton,0,2,0,0,85542,2011
Florida,Cities,Boynton Beach,0,0,2,0,69147,2011
Florida,Cities,Dania,0,0,1,0,30043,2011
Florida,Cities,Daytona Beach,0,0,2,0,61836,2011
Florida,Cities,Deland,1,0,1,0,27399,2011
Florida,Cities,Doral,1,0,0,0,46327,2011
Florida,Cities,Fort Walton Beach,0,0,0,1,19773,2011
Florida,Cities,Gainesville,3,1,4,5,126049,2011
Florida,Cities,Homestead,3,0,0,0,61337,2011
Florida,Cities,Jacksonville Beach,0,0,1,0,21653,2011
Florida,Cities,Jupiter,0,1,0,0,55908,2011
Florida,Cities,Key West,0,0,0,1,24985,2011
Florida,Cities,Lake Worth,1,0,0,0,35386,2011
Florida,Cities,Leesburg,0,1,0,0,20391,2011
Florida,Cities,Marco Island,0,0,1,0,16637,2011
Florida,Cities,Melbourne,0,3,0,1,77105,2011
Florida,Cities,Miami Beach,3,0,0,0,88975,2011
Florida,Cities,Miami Gardens,1,0,1,0,108628,2011
Florida,Cities,Miami Shores,0,1,0,0,10636,2011
Florida,Cities,Milton,0,0,1,0,8946,2011
Florida,Cities,Mount Dora,0,0,1,0,12539,2011
Florida,Cities,North Bay Village,0,0,0,1,7234,2011
Florida,Cities,North Port,0,0,1,1,58139,2011
Florida,Cities,Oakland Park,1,0,0,0,41927,2011
Florida,Cities,Ocala,0,1,0,0,57082,2011
Florida,Cities,Orlando,2,1,4,0,241548,2011
Florida,Cities,Palm Bay,0,1,0,0,104596,2011
Florida,Cities,Panama City,1,0,0,1,36981,2011
Florida,Cities,Pensacola,0,0,1,1,52631,2011
Florida,Cities,Port St. Lucie,0,0,0,1,166846,2011
Florida,Cities,Royal Palm Beach,0,0,1,0,34605,2011
Florida,Cities,Sarasota,0,1,0,0,52625,2011
Florida,Cities,Stuart,0,1,0,0,15806,2011
Florida,Cities,Weston,0,1,0,0,66223,2011
Florida,Cities,Wilton Manors,1,0,0,1,11791,2011
Florida,Cities,Winter Garden,1,0,1,0,35039,2011
Georgia,Cities,Athens-Clarke County,2,DNR,DNR,DNR,117114,2011
Georgia,Cities,Atlanta,1,1,0,0,425533,2011
Georgia,Cities,Columbus,DNR,2,1,1,192385,2011
Georgia,Cities,Warner Robins,1,0,0,0,67465,2011
Idaho,Cities,Boise,1,4,0,4,207945,2011
Idaho,Cities,Coeur d'Alene,1,2,3,1,44625,2011
Idaho,Cities,Hailey,0,1,0,0,8048,2011
Idaho,Cities,McCall,0,0,1,0,3024,2011
Idaho,Cities,Nampa,1,1,1,0,82459,2011
Idaho,Cities,Post Falls,3,0,0,0,27879,2011
Idaho,Cities,Rathdrum,0,0,1,0,6901,2011
Idaho,Cities,Rexburg,0,0,0,1,25766,2011
Idaho,Cities,Twin Falls,0,0,1,1,44613,2011
Illinois,Cities,Alton,0,0,0,1,27949,2011
Illinois,Cities,Arlington Heights,1,0,0,DNR,75327,2011
Illinois,Cities,Aurora,1,0,1,0,198495,2011
Illinois,Cities,Beecher,0,0,0,1,4372,2011
Illinois,Cities,Bellwood,0,0,1,DNR,19128,2011
Illinois,Cities,Blue Island,0,1,0,0,23777,2011
Illinois,Cities,Cairo,0,0,0,1,2840,2011
Illinois,Cities,Carol Stream,0,0,0,1,39831,2011
Illinois,Cities,Centralia,0,1,0,0,13071,2011
Illinois,Cities,Champaign,1,2,1,0,81299,2011
Illinois,Cities,Chicago,4,1,3,2,2703713,2011
Illinois,Cities,Danville,0,1,0,0,33126,2011
Illinois,Cities,Decatur,1,0,0,0,76351,2011
Illinois,Cities,Des Plaines,0,0,1,0,58540,2011
Illinois,Cities,East Peoria,0,0,0,1,23472,2011
Illinois,Cities,Elmhurst,0,0,0,1,44254,2011
Illinois,Cities,Joliet,1,0,0,0,147877,2011
Illinois,Cities,Leland,0,0,0,1,980,2011
Illinois,Cities,Lyons,0,1,0,0,10761,2011
Illinois,Cities,Marion,1,1,DNR,DNR,17245,2011
Illinois,Cities,Mattoon,0,0,1,1,18611,2011
Illinois,Cities,Moline,0,1,0,0,43614,2011
Illinois,Cities,Normal,0,0,0,2,52655,2011
Illinois,Cities,Olney,0,0,2,0,9142,2011
Illinois,Cities,Pekin,0,1,1,0,34197,2011
Illinois,Cities,Plainfield,1,0,0,0,39700,2011
Illinois,Cities,Rockford,1,2,3,0,153331,2011
Illinois,Cities,Springfield,2,1,0,3,116600,2011
Illinois,Cities,Urbana,1,0,0,1,41374,2011
Indiana,Cities,Bloomington,1,2,0,2,80816,2011
Indiana,Cities,Franklin,1,2,3,0,23833,2011
Indiana,Cities,Hammond,0,1,1,0,81243,2011
Indiana,Cities,Highland,1,0,0,1,23848,2011
Indiana,Cities,Indianapolis,11,8,21,11,833024,2011
Indiana,Cities,Mishawaka,1,0,0,2,48498,2011
Indiana,Cities,Muncie,0,0,5,1,70443,2011
Indiana,Cities,Portage,DNR,1,DNR,1,37016,2011
Indiana,Cities,Richmond,1,0,DNR,1,37000,2011
Indiana,Cities,Rushville,1,DNR,DNR,DNR,6373,2011
Indiana,Cities,Seymour,0,1,0,0,17592,2011
Indiana,Cities,Walkerton,0,1,0,1,2155,2011
Iowa,Cities,Bettendorf,0,0,1,1,33391,2011
Iowa,Cities,Cedar Rapids,1,0,0,0,126988,2011
Iowa,Cities,Davenport,0,1,0,0,100207,2011
Iowa,Cities,Des Moines,0,0,1,0,204498,2011
Iowa,Cities,Grinnell,0,0,1,0,9266,2011
Iowa,Cities,Jefferson,1,0,0,0,4368,2011
Iowa,Cities,Sioux City,0,0,1,0,83117,2011
Kansas,Cities,Andover,1,1,1,0,11866,2011
Kansas,Cities,Atchison,0,0,0,1,11091,2011
Kansas,Cities,Bel Aire,0,0,1,0,6812,2011
Kansas,Cities,Chanute,0,0,0,1,9177,2011
Kansas,Cities,Clay Center,0,0,1,0,4362,2011
Kansas,Cities,Derby,0,0,0,1,22299,2011
Kansas,Cities,Ellinwood,0,0,1,0,2145,2011
Kansas,Cities,Emporia,0,0,1,0,25074,2011
Kansas,Cities,Fort Scott,0,0,1,0,8138,2011
Kansas,Cities,Haysville,0,0,0,1,10895,2011
Kansas,Cities,Hutchinson,0,1,2,0,42347,2011
Kansas,Cities,Independence,2,0,0,0,9543,2011
Kansas,Cities,Iola,0,1,0,0,5740,2011
Kansas,Cities,Junction City,0,1,0,0,23501,2011
Kansas,Cities,Lansing,0,0,1,0,11337,2011
Kansas,Cities,Lawrence,0,1,0,2,88200,2011
Kansas,Cities,Leavenworth,0,0,0,1,35475,2011
Kansas,Cities,Leawood,0,0,1,0,32069,2011
Kansas,Cities,Louisburg,0,0,1,0,4342,2011
Kansas,Cities,McPherson,0,0,1,0,13239,2011
Kansas,Cities,Overland Park,1,3,1,1,174473,2011
Kansas,Cities,Pittsburg,0,0,1,1,20361,2011
Kansas,Cities,Pratt,0,0,1,0,6878,2011
Kansas,Cities,Salina,2,2,0,0,48010,2011
Kansas,Cities,Sterling,0,0,1,0,2343,2011
Kansas,Cities,Wichita,6,3,6,3,384796,2011
Kentucky,Cities,Ashland,1,0,1,1,21834,2011
Kentucky,Cities,Bardstown,0,0,1,0,11781,2011
Kentucky,Cities,Bellevue,0,1,0,0,5996,2011
Kentucky,Cities,Berea,1,0,1,0,13655,2011
Kentucky,Cities,Bowling Green,1,3,0,2,58468,2011
Kentucky,Cities,Campbellsville,0,0,0,2,9171,2011
Kentucky,Cities,Covington,1,3,2,1,40921,2011
Kentucky,Cities,Cynthiana,1,0,1,1,6446,2011
Kentucky,Cities,Dayton,0,1,0,0,5375,2011
Kentucky,Cities,Elizabethtown,1,0,2,0,28728,2011
Kentucky,Cities,Erlanger,1,1,0,0,22034,2011
