state,agencyType,agencyName,quarter01,quarter02,quarter03,quarter04,population,year
Arizona,Cities,Bullhead City,0,0,0,0,"39,337",2014
Arizona,Cities,Camp Verde,0,0,0,0,"11,055",2014
Arizona,Cities,Casa Grande,0,0,,0,"50,207",2014
Arizona,Cities,Chino Valley,0,0,0,0,"10,979",2014
Arizona,Cities,Clarkdale,0,0,0,,"4,130",2014
Arizona,Cities,Coolidge,0,0,0,0,"11,841",2014
Arizona,Cities,Eagar,0,0,0,0,"4,917",2014
Arizona,Cities,Eloy,0,0,0,0,"17,001",2014
Arizona,Cities,Florence,0,0,0,0,"25,068",2014
Arizona,Cities,Fredonia,0,0,0,0,"1,302",2014
Arizona,Cities,Holbrook,0,0,0,0,"4,982",2014
Arizona,Cities,Huachuca City,0,0,,,"1,778",2014
Arizona,Cities,Lake Havasu City,0,0,0,0,"52,892",2014
Arizona,Cities,Maricopa,0,0,0,0,"45,742",2014
Arizona,Cities,Miami,0,0,0,0,"1,787",2014
Arizona,Cities,Nogales,0,0,0,0,"20,382",2014
Arizona,Cities,Page,0,0,0,0,"7,328",2014
Arizona,Cities,Payson,0,0,0,0,"15,238",2014
Arizona,Cities,Peoria,0,0,0,0,"164,722",2014
Arizona,Cities,Pima,0,0,0,0,"2,487",2014
Arizona,Cities,Pinetop-Lakeside,0,0,0,0,"4,296",2014
Arizona,Cities,Prescott,0,0,0,0,"40,992",2014
Arizona,Cities,Prescott Valley,0,0,0,0,"40,035",2014
Arizona,Cities,Safford,,,0,0,"9,644",2014
Arizona,Cities,Sahuarita,0,0,0,0,"27,207",2014
Arizona,Cities,San Luis,0,0,0,0,"32,059",2014
Arizona,Cities,Sedona,0,0,0,0,"10,127",2014
Arizona,Cities,Show Low,0,0,0,0,"10,741",2014
Arizona,Cities,Snowflake-Taylor,0,0,0,0,"9,683",2014
Arizona,Cities,Somerton,0,0,0,0,"15,145",2014
Arizona,Cities,South Tucson,0,0,0,0,"5,707",2014
Arizona,Cities,Springerville,0,0,0,0,"1,968",2014
Arizona,Cities,Surprise,0,0,0,0,"125,049",2014
Arizona,Cities,Thatcher,0,0,0,0,"5,049",2014
Arizona,Cities,Tolleson,0,0,0,0,"6,807",2014
Arizona,Cities,Wellton,0,0,0,0,"2,914",2014
Arizona,Cities,Wickenburg,0,0,0,0,"6,657",2014
Arizona,Cities,Willcox,0,0,0,0,"3,617",2014
Arizona,Cities,Williams,0,0,0,0,"2,994",2014
Arkansas,Cities,Alma,0,0,0,0,"5,535",2014
Arkansas,Cities,Altus,0,0,0,0,742,2014
Arkansas,Cities,Arkadelphia,0,0,0,0,"10,721",2014
Arkansas,Cities,Arkansas City,0,,,,345,2014
Arkansas,Cities,Ashdown,0,0,0,0,"4,552",2014
Arkansas,Cities,Ash Flat,0,0,0,0,"1,072",2014
Arkansas,Cities,Atkins,0,0,0,0,"3,049",2014
Arkansas,Cities,Austin,0,0,0,0,"2,992",2014
Arkansas,Cities,Bald Knob,0,0,0,0,"2,906",2014
Arkansas,Cities,Barling,0,0,0,0,"4,762",2014
Arkansas,Cities,Bay,0,0,0,0,"1,811",2014
Arkansas,Cities,Bearden,0,0,0,0,910,2014
Arkansas,Cities,Beebe,0,0,0,0,"8,045",2014
Arkansas,Cities,Bella Vista,0,0,0,0,"27,913",2014
Arkansas,Cities,Benton,0,0,0,0,"33,758",2014
Arkansas,Cities,Berryville,0,0,0,0,"5,488",2014
Arkansas,Cities,Black Rock,0,0,0,0,637,2014
Arkansas,Cities,Blytheville,0,0,0,0,"15,009",2014
Arkansas,Cities,Bono,0,0,0,0,"2,157",2014
Arkansas,Cities,Booneville,0,0,0,0,"3,961",2014
Arkansas,Cities,Bradford,0,0,0,0,757,2014
Arkansas,Cities,Brinkley,0,0,0,0,"2,964",2014
Arkansas,Cities,Brookland,0,0,0,0,"2,720",2014
Arkansas,Cities,Bull Shoals,0,0,0,0,"1,962",2014
Arkansas,Cities,Cabot,0,0,0,0,"25,819",2014
Arkansas,Cities,Caddo Valley,0,0,0,0,610,2014
Arkansas,Cities,Camden,0,0,0,0,"11,552",2014
Arkansas,Cities,Cammack Village,0,0,0,0,758,2014
Arkansas,Cities,Caraway,0,0,0,0,"1,265",2014
Arkansas,Cities,Carlisle,0,0,0,0,"2,201",2014
Arkansas,Cities,Cave City,0,0,0,0,"1,880",2014
Arkansas,Cities,Cave Springs,0,0,0,0,"2,265",2014
Arkansas,Cities,Centerton,0,0,0,0,"10,815",2014
Arkansas,Cities,Charleston,0,0,0,0,"2,535",2014
Arkansas,Cities,Cherokee Village,0,0,0,0,"4,639",2014
Arkansas,Cities,Clarendon,0,0,0,0,"1,539",2014
Arkansas,Cities,Clarksville,0,0,0,0,"9,359",2014
Arkansas,Cities,Clinton,0,0,0,0,"2,557",2014
Arkansas,Cities,Conway,0,0,0,0,"64,895",2014
Arkansas,Cities,Corning,0,0,0,0,"3,196",2014
Arkansas,Cities,Cotter,0,0,0,0,949,2014
Arkansas,Cities,Crossett,0,0,0,0,"5,339",2014
Arkansas,Cities,Damascus,0,0,0,0,385,2014
Arkansas,Cities,Danville,0,0,0,0,"2,375",2014
Arkansas,Cities,Dardanelle,0,0,0,0,"4,680",2014
Arkansas,Cities,Decatur,0,0,0,0,"1,771",2014
Arkansas,Cities,De Queen,0,0,0,0,"6,748",2014
Arkansas,Cities,Dermott,0,0,0,0,"2,762",2014
Arkansas,Cities,Des Arc,0,0,0,0,"1,636",2014
Arkansas,Cities,De Valls Bluff,0,0,0,0,582,2014
Arkansas,Cities,De Witt,0,0,0,0,"3,247",2014
Arkansas,Cities,Diaz,0,0,0,0,"1,281",2014
Arkansas,Cities,Dierks,0,0,0,0,"1,104",2014
Arkansas,Cities,Dover,0,0,0,0,"1,389",2014
Arkansas,Cities,Dumas,0,0,0,0,"4,500",2014
Arkansas,Cities,Dyer,0,0,0,0,854,2014
Arkansas,Cities,Earle,0,0,0,0,"2,317",2014
Arkansas,Cities,El Dorado,0,0,0,0,"18,461",2014
Arkansas,Cities,Elkins,0,0,0,0,"2,865",2014
Arkansas,Cities,England,0,0,0,0,"2,783",2014
Arkansas,Cities,Etowah,0,0,0,0,328,2014
Arkansas,Cities,Eudora,0,0,0,0,"2,147",2014
Arkansas,Cities,Eureka Springs,0,0,0,0,"2,099",2014
Arkansas,Cities,Fairfield Bay,0,0,0,0,"2,287",2014
Arkansas,Cities,Farmington,0,0,0,0,"6,384",2014
Arkansas,Cities,Fayetteville,0,0,0,0,"80,263",2014
Arkansas,Cities,Flippin,0,0,0,0,"1,332",2014
Arkansas,Cities,Fordyce,0,0,0,0,"4,184",2014
Arkansas,Cities,Gassville,0,0,0,0,"2,143",2014
Arkansas,Cities,Gentry,0,0,0,0,"3,397",2014
Arkansas,Cities,Glenwood,0,0,0,0,"2,205",2014
Arkansas,Cities,Gosnell,0,0,0,0,"3,363",2014
Arkansas,Cities,Gravette,0,0,0,0,"3,236",2014
Arkansas,Cities,Greenbrier,0,0,0,0,"5,209",2014
Arkansas,Cities,Green Forest,0,0,0,0,"2,788",2014
Arkansas,Cities,Greenland,0,0,0,0,"1,368",2014
Arkansas,Cities,Greenwood,0,0,0,0,"9,358",2014
Arkansas,Cities,Greers Ferry,0,0,0,0,875,2014
Arkansas,Cities,Gurdon,0,0,0,0,"2,168",2014
Arkansas,Cities,Guy,0,0,0,0,712,2014
Arkansas,Cities,Hamburg,0,0,0,0,"2,794",2014
Arkansas,Cities,Hampton,0,0,0,0,"1,285",2014
Arkansas,Cities,Hardy,0,0,0,0,766,2014
Arkansas,Cities,Harrisburg,0,0,0,0,"2,308",2014
Arkansas,Cities,Harrison,0,0,0,0,"13,296",2014
Arkansas,Cities,Hazen,0,0,0,0,"1,410",2014
Arkansas,Cities,Heber Springs,0,0,0,0,"7,148",2014
Arkansas,Cities,Helena-West Helena,0,0,0,0,"11,411",2014
Arkansas,Cities,Higginson,0,0,0,0,656,2014
Arkansas,Cities,Highfill,0,0,0,0,630,2014
Arkansas,Cities,Highland,0,0,0,0,"1,060",2014
Arkansas,Cities,Hope,0,0,0,0,"10,100",2014
Arkansas,Cities,Hoxie,0,0,0,0,"2,704",2014
Arkansas,Cities,Jacksonville,0,0,0,0,"28,836",2014
Arkansas,Cities,Jasper,0,0,0,0,450,2014
Arkansas,Cities,Jonesboro,0,0,0,0,"72,569",2014
Arkansas,Cities,Judsonia,0,0,0,0,"2,035",2014
Arkansas,Cities,Keiser,0,,,,720,2014
Arkansas,Cities,Kensett,0,0,0,0,"1,665",2014
Arkansas,Cities,Lake City,0,0,0,0,"2,241",2014
Arkansas,Cities,Lakeview,0,0,0,0,727,2014
Arkansas,Cities,Lake Village,0,0,0,0,"2,464",2014
Arkansas,Cities,Lamar,0,0,0,0,"1,666",2014
Arkansas,Cities,Lavaca,0,0,0,0,"2,379",2014
Arkansas,Cities,Leachville,0,0,0,0,"1,897",2014
Arkansas,Cities,Lepanto,0,0,0,0,"1,844",2014
Arkansas,Cities,Lewisville,0,0,0,0,"1,212",2014
Arkansas,Cities,Lincoln,0,0,0,0,"2,388",2014
Arkansas,Cities,Little Flock,0,0,0,0,"2,740",2014
Arkansas,Cities,Little Rock,0,0,0,0,"198,217",2014
Arkansas,Cities,Lonoke,0,0,0,0,"4,223",2014
Arkansas,Cities,Lowell,0,0,0,0,"8,096",2014
Arkansas,Cities,Luxora,0,0,0,0,"1,118",2014
Arkansas,Cities,Magnolia,0,0,0,0,"11,519",2014
Arkansas,Cities,Mammoth Spring,0,0,0,0,980,2014
Arkansas,Cities,Marianna,0,0,0,0,"3,921",2014
Arkansas,Cities,Marion,0,0,0,0,"12,309",2014
Arkansas,Cities,Marmaduke,0,0,0,0,"1,175",2014
Arkansas,Cities,Marvell,0,0,0,0,"1,083",2014
Arkansas,Cities,Maumelle,0,0,0,0,"17,859",2014
Arkansas,Cities,Mayflower,0,0,0,0,"2,335",2014
Arkansas,Cities,McCrory,0,0,0,0,"1,667",2014
Arkansas,Cities,McGehee,0,0,0,0,"4,019",2014
Arkansas,Cities,McRae,0,0,0,0,679,2014
Arkansas,Cities,Mena,0,0,0,0,"5,717",2014
Arkansas,Cities,Menifee,0,0,0,0,303,2014
Arkansas,Cities,Mineral Springs,0,0,0,0,"1,182",2014
Arkansas,Cities,Monette,0,0,0,0,"1,498",2014
Arkansas,Cities,Monticello,0,0,0,0,"9,876",2014
Arkansas,Cities,Morrilton,0,0,0,0,"6,808",2014
Arkansas,Cities,Mountain Home,0,0,0,0,"12,240",2014
Arkansas,Cities,Mountain View,0,0,0,0,"2,890",2014
Arkansas,Cities,Mulberry,0,0,0,0,"1,623",2014
Arkansas,Cities,Murfreesboro,0,0,0,0,"1,629",2014
Arkansas,Cities,Nashville,0,0,0,0,"4,562",2014
Arkansas,Cities,Newport,0,0,0,0,"7,729",2014
Arkansas,Cities,Norfolk,0,0,0,0,502,2014
Arkansas,Cities,North Little Rock,0,0,0,0,"67,031",2014
Arkansas,Cities,Ola,0,0,0,0,"1,256",2014
Arkansas,Cities,Osceola,0,0,0,0,"7,332",2014
Arkansas,Cities,Ozark,0,0,0,0,"3,662",2014
Arkansas,Cities,Pangburn,0,0,0,0,598,2014
Arkansas,Cities,Paragould,0,0,0,0,"27,301",2014
Arkansas,Cities,Paris,0,0,0,0,"3,488",2014
Arkansas,Cities,Parkin,0,0,0,0,"1,073",2014
Arkansas,Cities,Pea Ridge,0,0,0,0,"5,079",2014
Arkansas,Cities,Perryville,0,0,0,0,"1,453",2014
Arkansas,Cities,Piggott,0,0,0,0,"3,691",2014
Arkansas,Cities,Pine Bluff,0,0,0,0,"45,402",2014
Arkansas,Cities,Plummerville,0,0,0,0,815,2014
Arkansas,Cities,Pocahontas,0,0,0,0,"6,514",2014
Arkansas,Cities,Pottsville,0,0,0,0,"3,074",2014
Arkansas,Cities,Prairie Grove,0,0,0,0,"4,889",2014
Arkansas,Cities,Prescott,0,0,0,0,"3,209",2014
Arkansas,Cities,Quitman,0,0,0,0,753,2014
Arkansas,Cities,Ravenden,0,0,0,,451,2014
Arkansas,Cities,Redfield,0,0,0,0,"1,495",2014
Arkansas,Cities,Rison,0,0,0,0,"1,322",2014
Arkansas,Cities,Rose Bud,0,0,0,0,485,2014
Arkansas,Cities,Russellville,0,0,0,0,"28,620",2014
Arkansas,Cities,Salem,0,0,0,0,"1,652",2014
Arkansas,Cities,Shannon Hills,0,0,0,0,"3,573",2014
Arkansas,Cities,Sheridan,0,0,0,0,"4,861",2014
Arkansas,Cities,Sherwood,0,0,0,0,"30,159",2014
Arkansas,Cities,Siloam Springs,0,0,0,0,"16,047",2014
Arkansas,Cities,Stamps,0,0,0,0,"1,590",2014
Arkansas,Cities,Star City,0,0,0,0,"2,243",2014
Arkansas,Cities,St. Charles,0,0,0,0,221,2014
Arkansas,Cities,Stuttgart,0,0,0,0,"9,219",2014
Arkansas,Cities,Swifton,0,0,0,0,776,2014
Arkansas,Cities,Texarkana,0,0,0,0,"30,027",2014
Arkansas,Cities,Trumann,0,0,0,0,"7,122",2014
Arkansas,Cities,Tuckerman,0,0,0,0,"1,801",2014
Arkansas,Cities,Tyronza,0,0,,0,754,2014
Arkansas,Cities,Van Buren,0,0,0,0,"23,117",2014
Arkansas,Cities,Vilonia,0,0,0,0,"4,326",2014
Arkansas,Cities,Waldron,0,0,0,0,"3,510",2014
Arkansas,Cities,Walnut Ridge,0,0,0,0,"4,735",2014
Arkansas,Cities,Ward,0,0,0,0,"4,545",2014
Arkansas,Cities,Warren,0,0,0,0,"5,855",2014
Arkansas,Cities,Weiner,0,0,0,0,695,2014
Arkansas,Cities,West Fork,0,0,0,0,"2,503",2014
Arkansas,Cities,West Memphis,0,0,0,0,"25,370",2014
Arkansas,Cities,White Hall,0,0,0,0,"5,254",2014
Arkansas,Cities,Wynne,0,0,0,0,"8,279",2014
California,Cities,Agoura Hills,0,0,0,0,"20,767",2014
California,Cities,Albany,0,0,0,0,"19,350",2014
California,Cities,Aliso Viejo,0,0,0,0,"50,671",2014
California,Cities,Alturas,0,0,0,0,"2,615",2014
California,Cities,American Canyon ,0,0,0,0,"20,379",2014
California,Cities,Anaheim,0,0,0,0,"346,956",2014
California,Cities,Anderson,0,0,0,0,"10,176",2014
California,Cities,Arcadia,0,0,0,0,"57,950",2014
California,Cities,Arroyo Grande,0,0,0,0,"17,829",2014
California,Cities,Artesia,0,0,0,0,"16,788",2014
California,Cities,Atascadero,0,0,0,0,"29,268",2014
California,Cities,Atherton,0,0,0,0,"7,221",2014
California,Cities,Atwater,0,0,0,0,"28,961",2014
California,Cities,Auburn,0,0,0,0,"14,042",2014
California,Cities,Avalon,0,0,0,0,"3,784",2014
California,Cities,Avenal,0,0,0,0,"13,914",2014
California,Cities,Baldwin Park,0,0,0,0,"76,933",2014
California,Cities,Banning,0,0,0,0,"30,699",2014
California,Cities,Bear Valley,0,0,0,0,"5,379",2014
California,Cities,Beaumont,0,0,0,0,"41,323",2014
California,Cities,Bell,0,0,0,0,"36,059",2014
California,Cities,Bellflower,0,0,0,0,"77,830",2014
California,Cities,Bell Gardens,0,0,0,0,"43,089",2014
California,Cities,Belmont,0,0,0,0,"26,947",2014
California,Cities,Belvedere,0,0,0,0,"2,135",2014
California,Cities,Benicia,0,0,0,0,"27,766",2014
California,Cities,Big Bear Lake,0,0,0,0,"5,148",2014
California,Cities,Biggs,0,0,0,0,"1,701",2014
California,Cities,Bishop,0,0,0,0,"3,860",2014
California,Cities,Blythe,0,0,0,0,"19,669",2014
California,Cities,Bradbury,0,0,0,0,"1,084",2014
California,Cities,Brawley,0,0,0,0,"25,695",2014
California,Cities,Brisbane,0,0,0,0,"4,482",2014
California,Cities,Broadmoor,0,0,0,0,"4,343",2014
California,Cities,Burlingame,0,0,0,0,"30,161",2014
California,Cities,Calabasas,0,0,0,0,"24,325",2014
California,Cities,Calexico,0,0,0,0,"39,572",2014
California,Cities,California City,0,0,0,0,"13,168",2014
California,Cities,Calimesa,0,0,0,0,"8,238",2014
California,Cities,Calipatria,0,0,0,0,"6,963",2014
California,Cities,Calistoga,0,0,0,0,"5,277",2014
California,Cities,Campbell,0,0,0,0,"40,872",2014
California,Cities,Canyon Lake,0,0,0,0,"10,987",2014
California,Cities,Capitola,0,0,0,0,"10,134",2014
California,Cities,Carlsbad,0,0,0,0,"112,297",2014
California,Cities,Carmel,0,0,0,0,"3,871",2014
California,Cities,Carpinteria,0,0,0,0,"13,654",2014
California,Cities,Cathedral City,0,0,0,0,"53,368",2014
California,Cities,Ceres,0,0,0,0,"46,903",2014
California,Cities,Chowchilla,0,0,0,0,"17,079",2014
California,Cities,Citrus Heights,0,0,0,0,"85,758",2014
California,Cities,Clayton,0,0,0,0,"11,646",2014
California,Cities,Cloverdale,0,0,0,0,"8,766",2014
California,Cities,Clovis,0,0,0,0,"100,705",2014
California,Cities,Coachella,0,0,0,0,"43,633",2014
California,Cities,Colma,0,0,0,0,"1,503",2014
California,Cities,Colton,0,0,0,0,"53,485",2014
California,Cities,Commerce,0,0,0,0,"13,033",2014
California,Cities,Concord,0,0,0,0,"126,744",2014
California,Cities,Corcoran,0,0,0,0,"23,057",2014
California,Cities,Corning,0,0,0,0,"7,569",2014
California,Cities,Corona,0,0,0,0,"161,128",2014
California,Cities,Coronado,0,0,0,0,"23,385",2014
California,Cities,Costa Mesa,0,0,0,0,"112,709",2014
California,Cities,Cotati,0,0,0,0,"7,424",2014
California,Cities,Covina,0,0,0,0,"48,681",2014
California,Cities,Crescent City,0,0,0,0,"7,090",2014
California,Cities,Cudahy,0,0,0,0,"24,175",2014
California,Cities,Culver City,0,0,0,0,"39,561",2014
California,Cities,Cypress,0,0,0,0,"49,370",2014
California,Cities,Danville,0,0,0,0,"43,685",2014
California,Cities,Delano,0,0,0,0,"52,224",2014
California,Cities,Del Mar,0,0,0,0,"4,305",2014
California,Cities,Del Rey Oaks,0,0,0,0,"1,683",2014
California,Cities,Desert Hot Springs,0,0,0,0,"28,086",2014
California,Cities,Diamond Bar,0,0,0,0,"56,665",2014
California,Cities,Dinuba,0,0,0,0,"23,815",2014
California,Cities,Dixon,0,0,0,0,"19,103",2014
California,Cities,Dorris,0,0,0,0,899,2014
California,Cities,Dos Palos,0,0,0,0,"5,081",2014
California,Cities,Downey,0,0,0,0,"113,595",2014
California,Cities,Duarte,0,0,0,0,"21,817",2014
California,Cities,Dunsmuir,0,0,0,0,"1,569",2014
California,Cities,East Palo Alto,0,0,0,0,"29,377",2014
California,Cities,Eastvale,0,0,0,0,"55,504",2014
California,Cities,El Cajon,0,0,0,0,"102,838",2014
California,Cities,El Centro,0,0,0,0,"43,532",2014
California,Cities,Elk Grove,0,0,0,0,"162,957",2014
California,Cities,El Segundo,0,0,0,0,"16,990",2014
California,Cities,Emeryville,0,0,0,0,"10,972",2014
California,Cities,Encinitas,0,0,0,0,"62,071",2014
California,Cities,Escalon,0,0,0,0,"7,281",2014
California,Cities,Etna,0,0,0,0,715,2014
California,Cities,Exeter,0,0,0,0,"10,524",2014
California,Cities,Fairfax,0,0,0,0,"7,647",2014
California,Cities,Farmersville,0,0,0,0,"10,752",2014
California,Cities,Ferndale,0,0,0,0,"1,360",2014
California,Cities,Fillmore,0,0,0,0,"15,311",2014
California,Cities,Firebaugh,0,0,0,0,"8,238",2014
California,Cities,Folsom,0,0,0,0,"73,329",2014
California,Cities,Fort Jones,0,0,0,0,681,2014
California,Cities,Fortuna,0,0,0,0,"11,752",2014
California,Cities,Foster City,0,0,0,0,"32,836",2014
California,Cities,Fountain Valley,0,0,0,0,"57,024",2014
California,Cities,Fowler,0,0,0,0,"6,032",2014
California,Cities,Glendora,0,0,0,0,"51,292",2014
California,Cities,Gonzales,0,0,0,0,"8,459",2014
California,Cities,Grand Terrace,0,0,0,0,"12,405",2014
California,Cities,Greenfield,0,0,0,0,"16,986",2014
California,Cities,Gridley,0,0,0,0,"6,558",2014
California,Cities,Guadalupe,0,0,0,0,"7,260",2014
California,Cities,Gustine,0,0,0,0,"5,667",2014
California,Cities,Hanford,0,0,0,0,"54,824",2014
California,Cities,Hawthorne,0,0,0,0,"86,670",2014
California,Cities,Hermosa Beach,0,0,0,0,"19,873",2014
California,Cities,Hidden Hills,0,0,0,0,"1,915",2014
California,Cities,Hillsborough,0,0,0,0,"11,382",2014
California,Cities,Hollister,0,0,0,0,"36,967",2014
California,Cities,Holtville,0,0,0,0,"6,030",2014
California,Cities,Hughson,0,0,0,0,"7,089",2014
California,Cities,Huntington Park,0,0,0,0,"59,064",2014
California,Cities,Huron,0,0,0,0,"6,792",2014
California,Cities,Imperial,0,0,0,0,"16,535",2014
California,Cities,Indian Wells,0,0,0,0,"5,211",2014
California,Cities,Indio,0,0,0,0,"84,540",2014
California,Cities,Industry,0,0,0,0,205,2014
California,Cities,Irwindale,0,0,0,0,"1,426",2014
California,Cities,Isleton,0,0,0,0,825,2014
California,Cities,Jackson,0,0,0,0,"4,534",2014
California,Cities,Jurupa Valley,0,0,0,0,"98,684",2014
California,Cities,Kensington,0,0,0,0,"5,281",2014
California,Cities,Kerman,0,0,0,0,"14,538",2014
California,Cities,King City,0,0,0,0,"13,336",2014
California,Cities,Kingsburg,0,0,0,0,"11,762",2014
California,Cities,La Canada Flintridge,0,0,0,0,"20,627",2014
California,Cities,Lafayette,0,0,0,0,"25,355",2014
California,Cities,Laguna Beach,0,0,0,0,"23,371",2014
California,Cities,Laguna Hills,0,0,0,0,"31,035",2014
California,Cities,Laguna Woods,0,0,0,0,"16,480",2014
California,Cities,La Habra,0,0,0,0,"61,964",2014
California,Cities,La Habra Heights,0,0,0,0,"5,451",2014
California,Cities,Lake Elsinore,0,0,0,0,"58,665",2014
California,Cities,Lakeport,0,0,0,0,"4,763",2014
California,Cities,Lake Shastina,0,0,0,0,"2,506",2014
California,Cities,Lakewood,0,0,0,0,"81,382",2014
California,Cities,La Mesa,0,0,0,0,"59,005",2014
California,Cities,La Mirada,0,0,0,0,"49,277",2014
California,Cities,La Palma,0,0,0,0,"15,977",2014
California,Cities,La Verne,0,0,0,0,"32,067",2014
California,Cities,Lawndale,0,0,0,0,"33,340",2014
California,Cities,Lemon Grove,0,0,0,0,"26,332",2014
California,Cities,Lemoore,0,0,0,0,"25,080",2014
California,Cities,Lincoln,0,0,0,0,"45,792",2014
California,Cities,Lindsay,0,0,0,0,"13,300",2014
California,Cities,Livingston,0,0,0,0,"13,690",2014
California,Cities,Lodi,0,0,0,0,"63,601",2014
California,Cities,Loma Linda,0,0,0,0,"23,798",2014
California,Cities,Lompoc,0,0,0,0,"43,809",2014
California,Cities,Los Alamitos,0,0,0,0,"11,708",2014
California,Cities,Los Altos,0,0,0,0,"30,256",2014
California,Cities,Los Altos Hills,0,0,0,0,"8,408",2014
California,Cities,Los Banos,0,0,0,0,"37,011",2014
California,Cities,Madera,0,0,0,0,"63,495",2014
California,Cities,Manhattan Beach,0,0,0,0,"35,872",2014
California,Cities,Martinez,0,0,0,0,"37,416",2014
California,Cities,Marysville,0,0,0,0,"12,242",2014
California,Cities,Maywood,0,0,0,0,"27,833",2014
California,Cities,McFarland,0,0,0,0,"12,346",2014
California,Cities,Mendota,0,0,0,0,"11,480",2014
California,Cities,Menlo Park,0,0,0,0,"33,321",2014
California,Cities,Mill Valley,0,0,0,0,"14,411",2014
California,Cities,Milpitas,0,0,0,0,"70,568",2014
California,Cities,Mission Viejo,0,0,0,0,"97,124",2014
California,Cities,Montague,0,0,0,0,"1,398",2014
California,Cities,Montebello,0,0,0,0,"63,737",2014
California,Cities,Monte Sereno,0,0,0,0,"3,511",2014
California,Cities,Moraga,0,0,0,0,"16,953",2014
California,Cities,Morgan Hill,0,0,0,0,"41,585",2014
California,Cities,Morro Bay,0,0,0,0,"10,516",2014
California,Cities,Mountain View,0,0,0,0,"78,759",2014
California,Cities,Mount Shasta,0,0,0,0,"3,267",2014
California,Cities,Napa,0,0,0,0,"79,572",2014
California,Cities,Needles,0,0,0,0,"4,944",2014
California,Cities,Nevada City,0,0,0,0,"3,055",2014
California,Cities,Newman,0,0,0,0,"10,742",2014
California,Cities,Novato,0,0,0,0,"54,756",2014
California,Cities,Oakdale,0,0,0,0,"21,651",2014
California,Cities,Oakley,0,0,0,0,"38,851",2014
